STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
1826,QHB1012015,VNBB10120152,Trái phiếu được Chính phủ bảo lãnh kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,23/03/2012,Trái phiếu đáo hạn
1827,QHB1012016,VNBB10120160,Trái phiếu được Chính phủ bảo lãnh kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,23/03/2012,Trái phiếu đáo hạn
1828,QHB1012018,VNBB10120186,Trái phiếu được Chính phủ bảo lãnh kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,23/03/2012,Trái phiếu đáo hạn
1829,CPD1012012,VNTD10120127,Trái phiếu Chính phủ Đấu thầu đợt 4/2010 kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,22/03/2012,Trái phiếu đáo hạn
1830,CP071209,VN0CP0712099,Trái phiếu Chính phủ lô lớn đấu thầu đợt 1/2007,Trái phiếu,Trái phiếu chuyên biệt,19/03/2012,Trái phiếu đáo hạn
1831,QHB1012009,VNBB10120095,Trái phiếu được Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,16/03/2012,Trái phiếu đáo hạn
1832,QHB1012004,VNBB10120046,Trái phiếu được Chính phủ bảo lãnh kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,15/03/2012,Trái phiếu đáo hạn
1833,QHB1012007,VNBB10120079,Trái phiếu được Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,12/03/2012,Trái phiếu đáo hạn
1834,QHB1012005,VNBB10120053,Trái phiếu được Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,09/03/2012,Trái phiếu đáo hạn
1835,CPB1012010,VNTB10120103,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,09/03/2012,Trái phiếu đáo hạn
1836,CP071208,VN0CP0712081,Trái phiếu Chính phủ đấu thầu đợt 05/2007,Trái phiếu,Trái phiếu chuyên biệt,07/03/2012,Trái phiếu đáo hạn
1837,CP071210,VN0CP0712107,Trái phiếu Chính phủ BLPHđợt 4/2007,Trái phiếu,Trái phiếu chuyên biệt,05/03/2012,Trái phiếu đáo hạn
1838,CP071207,VN0CP0712073,Trái phiếu Chính phủ đấu thầu đợt 4/2007 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,28/02/2012,Trái phiếu đáo hạn
1839,QHB1012002,VNBB10120020,Trái phiếu Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,10/02/2012,Trái phiếu đáo hạn
1840,CP071205,VN0CP0712057,Trái phiếu Chính phủ đấu thầu đợt 3/2007 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,07/02/2012,Trái phiếu đáo hạn
1841,CP071206,VN0CP0712065,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,01/02/2012,Trái phiếu đáo hạn
1842,CP071203,VN0CP0712032,Trái phiếu Chính phủ đấu thầu đợt 02/2007,Trái phiếu,Trái phiếu chuyên biệt,31/01/2012,Trái phiếu đáo hạn
1843,QH071208,VN0QH0712088,Trái phiếu chính phủ,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1844,QH071211,VN0QH0712112,Trái phiếu Chính phủ BLPH (QHTPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1845,QH071212,VN0QH0712120,Trái phiếu Chính phủ BLPH (QHTPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1846,QH071210,VN0QH0712104,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1847,QH071207,VN0QH0712070,Trái phiếu chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1848,QH071213,VN0QH0712138,Trái phiếu Chính phủ BLPH (QHTPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1849,CPB1012003,VNTB10120038,Trái phiếu Chính phủ BLPH đợt 2/2010,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1850,CP071201,VN0CP0712016,Trái phiếu Chính phủ Đầu thầu đợt I/2007,Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1851,CP071204,VN0CP0712040,Trái phiếu Chính phủ BLPH (kỳ hạn 5 năm),Trái phiếu,Trái phiếu chuyên biệt,20/01/2012,Trái phiếu đáo hạn
1852,CPD0813027,VNTD08130278,Trái phiếu Chính phủ Đấu thầu đợt 09/2008,Trái phiếu,Trái phiếu chuyên biệt,16/01/2012,Hoán đổi trái phiếu
1853,CPB0813058,VNTB08130585,Trái phiếu Chính phủ BLPH đợt 18/2008,Trái phiếu,Trái phiếu chuyên biệt,16/01/2012,Hoán đổi trái phiếu
1854,QH071201,VN0QH0712013,Trái phiếu Chính phủ BLPH ( kỳ hạn 05 năm),Trái phiếu,Trái phiếu chuyên biệt,13/01/2012,Trái phiếu đáo hạn
1855,CPB0912002,VNTB09120023,Trái phiếu Chính phủ BLPH đợt 1/2009,Trái phiếu,Trái phiếu chuyên biệt,13/01/2012,Trái phiếu đáo hạn
1856,CPB1012001,VNTB10120012,Trái phiếu Chính phủ BLPH đợt 1/2010,Trái phiếu,Trái phiếu chuyên biệt,13/01/2012,Trái phiếu đáo hạn
1857,CP071202,VN0CP0712024,"Trái phiếu Chính phủ BLPH đợt 1/2007, kỳ hạn 5 năm",Trái phiếu,Trái phiếu chuyên biệt,13/01/2012,Trái phiếu đáo hạn
1858,VPL,VN000000VPL5,Cổ phiếu Công ty Cổ phần Vinpearl,Cổ phiếu,HOSE,13/01/2012,Toàn bộ cổ đông Công ty cổ phần Vinpearl đã hoán đổi cổ phiếu VPL để lấy cổ phiếu VIC. Sau khi thực hiện hoán đổi Công ty cổ phần Vinpearl không đủ điều kiện là Công ty đại chúng do Công ty cổ phần Vincom là chủ sở hữu duy nhất.
1859,QH071203,VN0QH0712039,Trái phiếu chính phủ BLPH kỳ hạn 05 năm,Trái phiếu,Trái phiếu chuyên biệt,12/01/2012,Trái phiếu đáo hạn
1860,QH071202,VN0QH0712021,Trái Phiếu Chính Phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,10/01/2012,Trái phiếu đáo hạn
1861,QHB0811088,VNBB08110884,Trái phiếu Chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,30/12/2011,Trái phiếu đáo hạn
1862,QHB0811089,VNBB08110892,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,29/12/2011,Trái phiếu đáo hạn
1863,QHD0811085,VNBD08110858,Trái phiếu Chính phủ đấu thầu,Trái phiếu,Trái phiếu chuyên biệt,23/12/2011,Trái phiếu đáo hạn
1864,QHB0811084,VNBB08110843,Trái phiếu Chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,22/12/2011,Trái phiếu đáo hạn
1865,HCM_0806,VN00HCM08060,Trái phiếu Đô thị Tp.HCM (đấu thầu) đoạt 8/2006,Trái phiếu,HOSE,22/12/2011,Trái phiếu đáo hạn
1866,CP061126,VN0CP0611267,Trái phiếu Chính phủ đấu thầu đợt 26/2006 (15-HN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,22/12/2011,Trái phiếu đáo hạn
1867,QH061141,VN0QH0611413,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/12/2011,Trái phiếu đáo hạn
1868,QHB0811086,VNBB08110868,Trái phiếu Chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,19/12/2011,Trái phiếu đáo hạn
1869,CPB0911027,VNTB09110271,Trái phiếu Chính phủ BLPH đợt 16/2009,Trái phiếu,Trái phiếu chuyên biệt,15/12/2011,Trái phiếu đáo hạn
1870,CPB0811083,VNTB08110835,Trái phiếu Chính phủ BLPH đợt 21/2008,Trái phiếu,Trái phiếu chuyên biệt,09/12/2011,Trái phiếu đáo hạn
1871,CP061124,VN0CP0611242,Trái phiếu Chính phủ đấu thầu đợt 25/2006(14-HN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,09/12/2011,Trái phiếu đáo hạn
1872,QH061136,VN0QH0611363,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,09/12/2011,Trái phiếu đáo hạn
1873,BID10206,VN0BID102060,Trái phiếu ghi sổ phát hành đợt 1/2006 kỳ hạn 5 năm,Trái phiếu,HOSE,07/12/2011,Trái phiếu đáo hạn
1874,QH061137,VN0QH0611371,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,30/11/2011,Trái phiếu đáo hạn
1875,CP061125,VN0CP0611259,Trái phiếu Chính phủ BLPH đợt 26/2006 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,29/11/2011,Trái phiếu đáo hạn
1876,CPB0811080,VNTB08110801,Trái phiếu Chính phủ BLPH đợt 20/2008,Trái phiếu,Trái phiếu chuyên biệt,25/11/2011,Trái phiếu đáo hạn
1877,QHD0811076,VNBD08110767,Trái phiếu Chính phủ đấu thầu,Trái phiếu,Trái phiếu chuyên biệt,25/11/2011,Trái phiếu đáo hạn
1878,QH061135,VN0QH0611355,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,24/11/2011,Trái phiếu đáo hạn
1879,CP061122,VN0CP0611226,Trái phiếu Chính phủ đấu thầu đợt 23/2006(12-HN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,22/11/2011,Trái phiếu đáo hạn
1880,QHB0811078,VNBB08110785,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,21/11/2011,Trái phiếu đáo hạn
1881,QHD0811067,VNBD08110676,Trái phiếu Chính phủ đấu thầu,Trái phiếu,Trái phiếu chuyên biệt,18/11/2011,Trái phiếu đáo hạn
1882,QHB0811068,VNBB08110686,Trái phiếu Chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,18/11/2011,Trái phiếu đáo hạn
1883,QH061133,VN0QH0611330,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,15/11/2011,Trái phiếu đáo hạn
1884,CP061121,VN0CP0611218,Trái phiếu Chính phủ (KBNN) kỳ hạn 5 năm đấu thầu đợt 22/2006,Trái phiếu,Trái phiếu chuyên biệt,15/11/2011,Trái phiếu đáo hạn
1885,CP061123,VN0CP0611234,Trái phiếu Chính phủ BLPH đợt 25 ( KBNN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,15/11/2011,Trái phiếu đáo hạn
1886,QH061134,VN0QH0611348,Trái phiếu Chính phủ BLPH (QHTPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,14/11/2011,Trái phiếu đáo hạn
1887,CPB0811071,VNTB08110710,Trái phiếu Chính phủ BLPH đợt 19/2008,Trái phiếu,Trái phiếu chuyên biệt,11/11/2011,Trái phiếu đáo hạn
1888,QHD0811059,VNBD08110593,Trái phiếu Chính phủ đấu thầu,Trái phiếu,Trái phiếu chuyên biệt,04/11/2011,Trái phiếu đáo hạn
1889,QHB0811065,VNBB08110652,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,31/10/2011,Trái phiếu đáo hạn
1890,QHD0811055,VNBD08110551,Trái phiếu Chính phủ đấu thầu,Trái phiếu,Trái phiếu chuyên biệt,28/10/2011,Trái phiếu đáo hạn
1891,HN061102,VN0HN0611022,Trái phiếu Xây dựng Thủ đô (BLPH) đợt 1/2006 kỳ hạn 5 năm,Trái phiếu,HNX,27/10/2011,Trái phiếu đáo hạn
1892,QH061132,VN0QH0611322,Trái phiếu Chính phủ BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,27/10/2011,Trái phiếu đáo hạn
1893,CP061119,VN0CP0611192,Trái phiếu Chính phủ đấu thầu đợt 21/2006 (10-HN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,25/10/2011,Trái phiếu đáo hạn
1894,HN061101,VN0HN0611014,Trái phiếu Xây dựng Thủ đô năm 2006 kỳ hạn 5 năm (đấu thầu),Trái phiếu,HNX,24/10/2011,Trái phiếu đáo hạn
1895,CP061117,VN0CP0611176,Trái phiếu Chính phủ đấu thầu đợt 20 (KBNN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,18/10/2011,Trái phiếu đáo hạn
1896,QH061130,VN0QH0611306,Trái phiếu chính phủ BLPH(NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,12/10/2011,Trái phiếu đáo hạn
1897,GHA,VN000000GHA6,Cổ phiếu Công ty Cổ phần HAPACO Hải Âu,Cổ phiếu,HNX,10/10/2011,"Công ty cổ phần Hapaco Hải Âu không đủ điều kiện là Công ty đại chúng do sau khi thực hiện hoán đổi, toàn bộ cổ phiếu GHA đã thuộc sở hữu của Công ty cổ phần Tập đoàn Hapaco"
1898,YSC,VN000000YSC2,Cổ phiếu Công ty Cổ phần Yên Sơn,Cổ phiếu,HNX,10/10/2011,"Công ty cổ phần Hapaco Yên Sơn không đủ điều kiện là Công ty đại chúng do sau khi thực hiện hoán đổi, toàn bộ cổ phiếu YSC đã thuộc sở hữu của Công ty cổ phần Tập đoàn Hapaco"
1899,QH061124,VN0QH0611249,TP Chính Phủ BLPH(NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,06/10/2011,Trái phiếu đáo hạn
1900,QH061127,VN0QH0611272,Trái phiếu Chính phủ BLPH (NHPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,06/10/2011,Trái phiếu đáo hạn
1901,CPB0811052,VNTB08110520,Trái phiếu Chính phủ BLPH đợt 16/2008,Trái phiếu,Trái phiếu chuyên biệt,30/09/2011,Trái phiếu đáo hạn
1902,CP061115,VN0CP0611150,Trái phiếu Chính phủ ĐT đợt 19/2006(8-HN) KBNN kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,27/09/2011,Trái phiếu đáo hạn
1903,CP061116,VN0CP0611168,Trái phiếu CP BLPH (KBNN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,20/09/2011,Trái phiếu đáo hạn
1904,QH061119,VN0QH0611199,Trái phiếu Chính phủ BLPH (NHPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,19/09/2011,Trái phiếu đáo hạn
1905,CPB0811046,VNTB08110462,Trái phiếu Chính phủ BLPH đợt 15/2008,Trái phiếu,Trái phiếu chuyên biệt,16/09/2011,Trái phiếu đáo hạn
1906,QHB0911019,VNBB09110198,Trái phiếu Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,16/09/2011,Trái phiếu đáo hạn
1907,QHB0911020,VNBB09110206,Trái phiếu Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,14/09/2011,Trái phiếu đáo hạn
1908,QH061118,VN0QH0611181,Trái phiếu CP BLPH(NHPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,13/09/2011,Trái phiếu đáo hạn
1909,CP061114,VN0CP0611143,Trái phiếu Chính phủ đấu thầu đợt 18 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,13/09/2011,Trái phiếu đáo hạn
1910,CPD0811041,VNTD08110411,Trái phiếu Chính phủ đấu thầu đợt 11/2008,Trái phiếu,Trái phiếu chuyên biệt,09/09/2011,Trái phiếu đáo hạn
1911,QH061120,VN0QH0611207,Trái phiếu CP(BLPH) NHPTVN kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,07/09/2011,Trái phiếu đáo hạn
1912,CPB0811038,VNTB08110389,Trái phiếu Chính phủ BLPH đợt 14/2008,Trái phiếu,Trái phiếu chuyên biệt,01/09/2011,Trái phiếu đáo hạn
1913,VE061102,VN0VE0611022,Trái phiếu Tập đoàn điện lực Việt Nam,Trái phiếu,HNX,01/09/2011,Trái phiếu đáo hạn
1914,QH061121,VN0QH0611215,TP Chính Phủ BLPH(NHPT) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,30/08/2011,Trái phiếu đáo hạn
1915,CP061112,VN0CP0611127,Trái phiếu Chính phủ (KBNN) đấu thầu đợt 17/2006 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,30/08/2011,Trái phiếu đáo hạn
1916,CPD0811035,VNTD08110353,Trái phiếu Chính phủ Đấu thầu đợt 10/2008,Trái phiếu,Trái phiếu chuyên biệt,26/08/2011,Trái phiếu đáo hạn
1917,QHB0911015,VNBB09110156,Trái phiếu Chính phủ BLPH kỳ hạn 2 năm,Trái phiếu,Trái phiếu chuyên biệt,26/08/2011,Trái phiếu đáo hạn
1918,QHB0911021,VNBB09110214,Trái phiếu Chính phủ BLPH kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,26/08/2011,Trái phiếu đáo hạn
1919,CPD0911017,VNTD09110170,Trái phiếu Chính phủ bằng ngoại tệ đầu thầu đợt 2/2009 kỳ hạn 02 năm,Trái phiếu,Trái phiếu chuyên biệt,26/08/2011,Trái phiếu đáo hạn
1920,QH061113,VN0QH0611132,Trái phiếu chính phủ BLPH (NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,25/08/2011,Trái phiếu đáo hạn
1921,QH061114,VN0QH0611140,Trái phiếu chính phủ BLPH(NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,25/08/2011,Trái phiếu đáo hạn
1922,CP061113,VN0CP0611135,Trái phiếu Chính phủ BLPH (KBNN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,23/08/2011,Trái phiếu đáo hạn
1923,CPB0811029,VNTB08110298,Trái phiếu Chính phủ BLPH đợt 13/2008,Trái phiếu,Trái phiếu chuyên biệt,19/08/2011,Trái phiếu đáo hạn
1924,QHB0911014,VNBB09110149,Trái phiếu Chính phủ BLPH kỳ hạn 2 năm,Trái phiếu,Trái phiếu chuyên biệt,18/08/2011,
1925,QH061112,VN0QH0611124,TP Chính Phủ BLPH(NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,17/08/2011,Trái phiếu đáo hạn
1926,QH061110,VN0QH0611108,Trái phiếu chính phủ BLPH(NHPTVN) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,17/08/2011,Trái phiếu đáo hạn
1927,QH061111,VN0QH0611116,Trái phiếu CP BLPH (NHPTVN) kỳ hạn 5năm,Trái phiếu,Trái phiếu chuyên biệt,17/08/2011,Trái phiếu đáo hạn
1928,CP061110,VN0CP0611101,Trái phiếu Chính phủ (KBNN) đấu thầu 16/2006 kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,16/08/2011,Trái phiếu đáo hạn
1929,CP061111,VN0CP0611119,"Trái phiếu Chính phủ (BLPH) kho bạc nhà nước, kỳ hạn 5 năm",Trái phiếu,Trái phiếu chuyên biệt,09/08/2011,Trái phiếu đáo hạn
1930,CPB0811025,VNTB08110256,Trái phiếu Chính phủ BLPH đợt 12/2008,Trái phiếu,Trái phiếu chuyên biệt,05/08/2011,Trái phiếu đáo hạn
1931,QH061108,VN0QH0611082,TP Chính Phủ (BLPH) kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,03/08/2011,Trái phiếu đáo hạn
1932,CP061109,VN0CP0611093,Trái phiếu Chính phủ đấu thầu đợt 15/2006,Trái phiếu,Trái phiếu chuyên biệt,02/08/2011,Trái phiếu đáo hạn
1933,QH061106,VN0QH0611066,Trái phiếu chính phủ BLPH(NHPT)kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,28/07/2011,Trái phiếu đáo hạn
1934,QH061105,VN0QH0611058,Trái phiếu chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,21/07/2011,Trái phiếu đáo hạn
1935,VE061101,VN0VE0611014,Trái phiếu Tập đoàn Điện lực Việt Nam,Trái phiếu,HNX,20/07/2011,Trái phiếu đáo hạn
1936,QH061103,VN0QH0611033,Trái phiếu Chính Phủ (QHTPT) BLPH kỳ hạn 5 năm,Trái phiếu,Trái phiếu chuyên biệt,29/06/2011,Trái phiếu đáo hạn
1937,TP1_1106,VN00TP111066,Trái phiếu Chính phủ đấu thầu đợt 11/2006,Trái phiếu,Trái phiếu chuyên biệt,24/06/2011,Trái phiếu đáo hạn
1938,VBS10904,VN0VBS109046,Trái phiếu ngân hàng chính sách xã hội kỳ hạn 2 năm,Trái phiếu,Trái phiếu chuyên biệt,24/06/2011,Trái phiếu đáo hạn
1939,HCMA0306,VN0HCMA03069,Trái phiếu đô thị TP.HCM đợt 03/2006,Trái phiếu,HOSE,22/06/2011,Trái phiếu đáo hạn
1940,CP061106,VN0CP0611069,Trái phiếu Chính phủ BLPH đợt 15/2006,Trái phiếu,Trái phiếu chuyên biệt,21/06/2011,Trái phiếu đáo hạn
1941,QH061102,VN0QH0611025,Trái phiếu Chính Phủ BLPH (QHTPT),Trái phiếu,Trái phiếu chuyên biệt,20/06/2011,Trái phiếu đáo hạn
1942,CPB0911009,VNTB09110099,Trái phiếu Chính phủ BLPH đợt 09/2009,Trái phiếu,Trái phiếu chuyên biệt,17/06/2011,Trái phiếu đáo hạn
1943,TP1_1006,VN00TP110068,Trái phiếu Chính phủ đấu thầu đợt 10/2006,Trái phiếu,Trái phiếu chuyên biệt,10/06/2011,Trái phiếu đáo hạn
1944,VBS10903,VN0VBS109038,Trái phiếu ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,10/06/2011,Trái phiếu đáo hạn
1945,CP061105,VN0CP0611051,Trai phiếu Chính phủ BLPH đợt 14/2006,Trái phiếu,Trái phiếu chuyên biệt,07/06/2011,Trái phiếu đáo hạn
1946,HCMA0106,VN0HCMA01063,Trái phiếu đô thị Tp.HCM (BLPH) đợt 1/2006,Trái phiếu,HOSE,31/05/2011,Trái phiếu đáo hạn
1947,TP1_0906,VN00TP109060,Trái phiếu Chính phủ đấu thầu đợt 9/2006,Trái phiếu,Trái phiếu chuyên biệt,24/05/2011,Trái phiếu đáo hạn
1948,CP061104,VN0CP0611044,Trái phiếu Chính phủ đợt 13/2006,Trái phiếu,Trái phiếu chuyên biệt,17/05/2011,Trái phiếu đáo hạn
1949,TP1_0806,VN00TP108062,Trái phiếu Chính phủ đấu thầu đợt 8/2006,Trái phiếu,Trái phiếu chuyên biệt,16/05/2011,Trái phiếu đáo hạn
1950,CP061103,VN0CP0611036,Trái phiếu Chính phủ đợt 10/2006 (3-HN),Trái phiếu,Trái phiếu chuyên biệt,10/05/2011,Trái phiếu đáo hạn
1951,TP1A1606,VN0TP1A16065,Trái phiếu Chính phủ BLPH đợt 16/2006,Trái phiếu,Trái phiếu chuyên biệt,05/05/2011,Trái phiếu đáo hạn
1952,TP1_0706,VN00TP107064,Trái phiếu Chính phủ đấu thầu đợt 7/2006,Trái phiếu,Trái phiếu chuyên biệt,28/04/2011,Trái phiếu đáo hạn
1953,HCM_0106,VN00HCM01065,Trái phiếu Đô thị TP.HCM đấu thầu đợt 01/2006,Trái phiếu,HOSE,27/04/2011,Trái phiếu đáo hạn
1954,CP061102,VN0CP0611028,Trái phiếu Chính phủ đợt 8/2006 (2-HN),Trái phiếu,Trái phiếu chuyên biệt,26/04/2011,Trái phiếu đáo hạn
1955,TP1A1506,VN0TP1A15067,Trái phiếu Chính phủ BLPH đợt 15/2006,Trái phiếu,Trái phiếu chuyên biệt,19/04/2011,Trái phiếu đáo hạn
1956,TP1_0606,VN00TP106066,Trái phiếu Chính phủ đấu thầu đợt 6/2006,Trái phiếu,Trái phiếu chuyên biệt,08/04/2011,Trái phiếu đáo hạn
1957,SHB410030,VNSHB4100300,Trái phiếu chuyển đổi Ngân hàng TMCP Sài Gòn - Hà Nội,Trái phiếu,HNX,08/04/2011,Do trái phiếu đáo hạn và Ngân hàng TMCP Sài Gòn- Hà Nội sẽ thực hiện thanh toán lãi trái phiếu và thực hiện chuyển đổi trái phiếu tại Ngân hàng.
1958,TP1A1306,VN0TP1A13062,Trái phiếu Chính phủ BLPH đợt 13/2006,Trái phiếu,Trái phiếu chuyên biệt,05/04/2011,Trái phiếu đáo hạn
1959,TP1_0506,VN00TP105068,Trái phiếu Chính phủ đấu thầu đợt 5/2006,Trái phiếu,Trái phiếu chuyên biệt,24/03/2011,Trái phiếu đáo hạn
1960,TP1A1106,VN0TP1A11066,Trái phiếu Chính phủ BLPH đợt 11/2006,Trái phiếu,Trái phiếu chuyên biệt,21/03/2011,Trái phiếu đáo hạn
1961,CPB0811019,VNTB08110199,Trái phiếu Chính phủ BLPH đợt 05/2008,Trái phiếu,Trái phiếu chuyên biệt,18/03/2011,Trái phiếu đáo hạn
1962,TP1_0406,VN00TP104061,Trái phiếu Chính phủ đấu thầu đợt 4/2006,Trái phiếu,Trái phiếu chuyên biệt,16/03/2011,Trái phiếu đáo hạn
1963,TP4A0906,VN0TP4A09064,Trái phiếu Chính phủ BLPH (QHTPT) đợt 9/2006,Trái phiếu,Trái phiếu chuyên biệt,16/03/2011,Trái phiếu đáo hạn
1964,TP1A1006,VN0TP1A10068,Trái phiếu Chính phủ BLPH đợt 10/2006,Trái phiếu,Trái phiếu chuyên biệt,15/03/2011,Trái phiếu đáo hạn
1965,QHB0811018,VNBB08110181,Trái phiếu Chính phủ BLPH,Trái phiếu,Trái phiếu chuyên biệt,11/03/2011,Trái phiếu đáo hạn
1966,TP1_0306,VN00TP103063,Trái phiếu Chính phủ đấu thầu đợt 3/2006,Trái phiếu,Trái phiếu chuyên biệt,10/03/2011,Trái phiếu đáo hạn
1967,TP1A0806,VN0TP1A08062,Trái phiếu Chính phủ BLPH đợt 8/2006,Trái phiếu,Trái phiếu chuyên biệt,09/03/2011,Trái phiếu đáo hạn
1968,TP1_0206,VN00TP102065,Trái phiếu Chính phủ đấu thầu đợt 2/2006,Trái phiếu,Trái phiếu chuyên biệt,02/03/2011,Trái phiếu đáo hạn
1969,TP1A0606,VN0TP1A06066,Trái phiếu Chính phủ BLPH đợt 6/2006,Trái phiếu,Trái phiếu chuyên biệt,01/03/2011,Trái phiếu đáo hạn
1970,TP1A1206,VN0TP1A12064,Trái phiếu Chính phủ BLPH đợt 12/2006,Trái phiếu,Trái phiếu chuyên biệt,25/02/2011,Trái phiếu đáo hạn
1971,TP1A0506,VN0TP1A05068,Trái phiếu Chính phủ BLPH đợt 5/2006,Trái phiếu,Trái phiếu chuyên biệt,23/02/2011,Trái phiếu đáo hạn
1972,TP1_0106,VN00TP101067,Trái phiếu Chính phủ đấu thầu đợt 1/2006,Trái phiếu,Trái phiếu chuyên biệt,22/02/2011,Trái phiếu đáo hạn
1973,TP4A0606,VN0TP4A06060,Trái phiếu Chính phủ BLPH (QHTPT) đợt 6/2006,Trái phiếu,Trái phiếu chuyên biệt,17/02/2011,Trái phiếu đáo hạn
