STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Loại chứng khoán,Thị trường,Ngày hủy ĐK,Lý do
1348,VDB111013,VNVDB1110131,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/01/2016,Trái phiếu đáo hạn
1349,VDB111014,VNVDB1110149,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/01/2016,Trái phiếu đáo hạn
1350,VDB111008,VNVDB1110081,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,28/01/2016,Trái phiếu đáo hạn
1351,BVDB14100,VNBVDB141000,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,27/01/2016,Trái phiếu đáo hạn
1352,GCC,VN000000GCC3,Cổ phiếu Công ty cổ phần Văn hóa Tổng hợp Bến Thành,Cổ phiếu,Đại chúng chưa niêm yết,26/01/2016,Công ty cổ phần Văn hóa Tổng hợp Bến Thành không đáp ứng điều kiện là Công ty đại chúng
1353,VDB111003,VNVDB1110032,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,26/01/2016,Trái phiếu đáo hạn
1354,BVBS14001,VNBVBS140013,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,22/01/2016,Trái phiếu đáo hạn
1355,BVDB14099,VNBVDB140994,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,21/01/2016,Trái phiếu đáo hạn
1356,TD1416061,VNTD14160616,Trái phiếu Chính phủ đấu thầu đợt 01/2014,Trái phiếu,Trái phiếu chuyên biệt,15/01/2016,Trái phiếu đáo hạn
1357,TD1316011,VNTD13160112,Trái phiếu Chính phủ đấu thầu đợt 02/2013,Trái phiếu,Trái phiếu chuyên biệt,15/01/2016,Trái phiếu đáo hạn
1358,BVDB14098,VNBVDB140986,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,14/01/2016,Trái phiếu đáo hạn
1359,CTV,VN000000CTV6,Cổ phiếu Công ty cổ phần Đầu tư - sản xuất và Thương mại Việt Nam,Cổ phiếu,Đại chúng chưa niêm yết,11/01/2016,Công ty cổ phần Đầu tư sản xuất và Thương mại Việt Nam không còn đáp ứng điều kiện là Công ty đại chúng.
1360,TD1215132,VNTD12151328,Trái phiếu Chính phủ đấu thầu đợt 106/2012,Trái phiếu,Trái phiếu chuyên biệt,31/12/2015,Trái phiếu đáo hạn
1361,TPKB15023,VNTPKB150232,Tín phiếu Kho bạc đấu thầu đợt 06/2015,Tín phiếu,Tín Phiếu,29/12/2015,Tín phiếu đáo hạn
1362,BVBS13167,VNBVBS131673,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,25/12/2015,Trái phiếu đáo hạn
1363,TPKB15022,VNTPKB150224,Tín phiếu Kho bạc đấu thầu đợt 04/2015,Tín phiếu,Trái phiếu chuyên biệt,22/12/2015,Tín phiếu đáo hạn
1364,BVDB12210,VNBVDB122109,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,21/12/2015,Trái phiếu đáo hạn
1365,BVBS13166,VNBVBS131665,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,18/12/2015,Trái phiếu đáo hạn
1366,BVDB12209,VNBVDB122091,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,18/12/2015,Trái phiếu đáo hạn
1367,TPKB15002,VNTPKB150026,Tín phiếu Kho bạc đấu thầu đợt 02/2015,Tín phiếu,Trái phiếu chuyên biệt,15/12/2015,Tín phiếu đáo hạn
1368,NIS,VN000000NIS2,Cổ phiếu CTCP Dịch vụ hạ tầng mạng,Cổ phiếu,Đại chúng chưa niêm yết,11/12/2015,Công ty cổ phần Dịch vụ hạ tầng mạng không còn đáp ứng điều kiện là Công ty đại chúng.
1369,BVBS13165,VNBVBS131657,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,11/12/2015,Trái phiếu đáo hạn
1370,BVDB13271,VNBVDB132710,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/12/2015,Trái phiếu đáo hạn
1371,BVDB12194,VNBVDB121945,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/12/2015,Trái phiếu đáo hạn
1372,BVDB12208,VNBVDB122083,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/12/2015,Trái phiếu đáo hạn
1373,BVDB13270,VNBVDB132702,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,10/12/2015,Trái phiếu đáo hạn
1374,BVBS12097,VNBVBS120973,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,07/12/2015,Trái phiếu đáo hạn
1375,BVBS12100,VNBVBS121005,Trái phiếu Ngân hàng Chính sách xã hội,Trái phiếu,Trái phiếu chuyên biệt,04/12/2015,Trái phiếu đáo hạn
1376,BVDB13269,VNBVDB132694,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,04/12/2015,Trái phiếu đáo hạn
1377,BVDB12193,VNBVDB121937,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,03/12/2015,Trái phiếu đáo hạn
1378,BVDB13268,VNBVDB132686,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,02/12/2015,Trái phiếu đáo hạn
1379,TD1315010,VNTD13150105,Trái phiếu Chính phủ đấu thầu đợt 115/2013,Trái phiếu,Trái phiếu chuyên biệt,30/11/2015,Trái phiếu đáo hạn
1380,TD1215176,VNTD12151765,Trái phiếu Chính phủ đấu thầu đợt 95/2012,Trái phiếu,Trái phiếu chuyên biệt,30/11/2015,Trái phiếu đáo hạn
1381,NHS,VN000000NHS4,Cổ phiếu công ty Cổ phần Đường Ninh Hòa,Cổ phiếu,HOSE,30/11/2015,Cổ phiếu hết hiệu lực lưu hành do Công ty cổ phần Đường Ninh Hòa hoán đổi cổ phiếu để sáp nhập vào Công ty cổ phần Đường Biên Hòa
1382,BVDB12192,VNBVDB121929,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,26/11/2015,Trái phiếu đáo hạn
1383,BVDB13267,VNBVDB132678,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,26/11/2015,Trái phiếu đáo hạn
1384,TPKB15028,VNTPKB150281,Tín phiếu Kho bạc đấu thầu đợt 11/2015,Tín phiếu,Trái phiếu chuyên biệt,24/11/2015,Tín phiếu đáo hạn
1385,HPC,VN000000HPC3,Cổ phiếu công ty cổ phần Chứng khoán Hải Phòng,Cổ phiếu,HNX,23/11/2015,Công ty cổ phần Chứng khoán Hải Phòng hợp nhất với Công ty cổ phần Chứng khoán Á Âu theo Quyết định số 918/QĐ-UBCK ngày 29/10/2015 của UBCKNN.
1386,BVDB12191,VNBVDB121911,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/11/2015,Trái phiếu đáo hạn
1387,BVDB13266,VNBVDB132660,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,20/11/2015,Trái phiếu đáo hạn
1388,TPKB15027,VNTPKB150273,Tín phiếu Kho bạc đấu thầu đợt 10/2015,Tín phiếu,Tín Phiếu,17/11/2015,Tín phiếu đáo hạn
1389,BVDB12151,VNBVDB121515,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,13/11/2015,Trái phiếu đáo hạn
1390,HCMB12202,VNHCMB122022,Trái phiếu Công ty đầu tư Tài chính Nhà nước Tp. HCM,Trái phiếu,Trái phiếu chuyên biệt,13/11/2015,Trái phiếu đáo hạn
1391,BVDB13264,VNBVDB132645,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,12/11/2015,Trái phiếu đáo hạn
1392,TPKB15026,VNTPKB150265,Tín phiếu Kho bạc đấu thầu đợt 09/2015,Tín phiếu,Tín Phiếu,11/11/2015,Tín phiếu đáo hạn
1393,SEC,VN000000SEC4,Cổ phiếu CTCP Mía đường Nhiệt điện Gia Lai,Cổ phiếu,HOSE,10/11/2015,Cổ phiếu hết hiệu lực lưu hành do CTCP Mía đường Nhiệt điện Gia Lai hoán đổi cổ phiếu để sáp nhập vào CTCP Mía đường Thành Thành công Tây Ninh
1394,BVDB13229,VNBVDB132298,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,06/11/2015,Trái phiếu đáo hạn
1395,BVBS12096,VNBVBS120965,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,02/11/2015,Trái phiếu đáo hạn
1396,TD1315009,VNTD13150097,Trái phiếu Chính phủ đấu thầu đợt 101/2013,Trái phiếu,Trái phiếu chuyên biệt,30/10/2015,Trái phiếu đáo hạn
1397,BVDB13228,VNBVDB132280,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,30/10/2015,Trái phiếu đáo hạn
1398,BVDB13227,VNBVDB132272,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,29/10/2015,Trái phiếu đáo hạn
1399,VBS110032,VNVBS1100320,Trái phiếu Ngân hàng Chính sách Xã hội,Trái phiếu,Trái phiếu chuyên biệt,28/10/2015,Trái phiếu đáo hạn
1400,BVDB13226,VNBVDB132264,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,23/10/2015,Trái phiếu đáo hạn
1401,BVDB13225,VNBVDB132256,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,16/10/2015,Trái phiếu đáo hạn
1402,TD1015064,VNTD10150645,Trái phiếu Chính phủ đấu thầu đợt 21/2010,Trái phiếu,Trái phiếu chuyên biệt,16/10/2015,Trái phiếu đáo hạn
1403,TD1315008,VNTD13150089,Trái phiếu Chính phủ đấu thầu đợt 95/2013,Trái phiếu,Trái phiếu chuyên biệt,15/10/2015,Trái phiếu đáo hạn
1404,BVDB13224,VNBVDB132249,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,14/10/2015,Trái phiếu đáo hạn
1405,TPKB15006,VNTPKB150067,Tín phiếu Kho bạc đấu thầu đợt 08/2015,Tín phiếu,Trái phiếu chuyên biệt,13/10/2015,Tín phiếu đáo hạn
1406,BVDB13223,VNBVDB132231,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,07/10/2015,Trái phiếu đáo hạn
1407,TPKB15005,VNTPKB150059,Tín phiếu Kho bạc đấu thầu đợt 07/2015,Tín phiếu,Trái phiếu chuyên biệt,06/10/2015,Tín phiếu đáo hạn
1408,BVDB13222,VNBVDB132223,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,01/10/2015,Trái phiếu đáo hạn
1409,TD1215133,VNTD12151336,Trái phiếu Chính Phủ đấu thầu đợt 79/2012,Trái phiếu,Trái phiếu chuyên biệt,30/09/2015,Trái phiếu đáo hạn
1410,TPKB15004,VNTPKB150042,Tín phiếu Kho bạc đấu thầu đợt 05/2015,Tín phiếu,Trái phiếu chuyên biệt,29/09/2015,Tín phiếu đáo hạn
1411,BVDB12145,VNBVDB121457,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,25/09/2015,Trái phiếu đáo hạn
1412,TPKB15003,VNTPKB150034,Tín phiếu Kho bạc đấu thầu đợt 03/2015,Tín phiếu,Trái phiếu chuyên biệt,22/09/2015,Tín phiếu đáo hạn
1413,DNV,VN000000DNV7,Cổ phiếu Công ty Cổ phần Thương mại Dịch vụ VDA Đà Nẵng,Cổ phiếu,Đại chúng chưa niêm yết,21/09/2015,Công ty cổ phần Thương mại Dịch vụ VDA Đà Nẵng không còn đáp ứng điều kiện là Công ty đại chúng.
1414,TP4A2505,VN0TP4A25052,Trái phiếu Chính phủ BLPH đợt 25/2005,Trái phiếu,Trái phiếu chuyên biệt,18/09/2015,Trái phiếu đáo hạn
1415,TPKB15001,VNTPKB150018,Tín phiếu Kho bạc đấu thầu đợt 01/2015,Tín phiếu,Trái phiếu chuyên biệt,15/09/2015,Tín phiếu đáo hạn
1416,BVDB12139,VNBVDB121390,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,11/09/2015,Trái phiếu đáo hạn
1417,TB1015059,VNTB10150597,Trái phiếu Chính phủ bảo lãnh đợt 15/2010,Trái phiếu,Trái phiếu chuyên biệt,09/09/2015,Trái phiếu đáo hạn
1418,TD1315007,VNTD13150071,Trái phiếu Chính phủ đấu thầu đợt 74/2013,Trái phiếu,Trái phiếu chuyên biệt,31/08/2015,Trái phiếu đáo hạn
1419,BVDB13123,VNBVDB131233,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,28/08/2015,Trái phiếu đáo hạn
1420,TP4A2305,VN0TP4A23057,Trái phiếu Chính phủ BLPH đợt 23/2005,Trái phiếu,Trái phiếu chuyên biệt,24/08/2015,Trái phiếu đáo hạn
1421,TPKB14032,VNTPKB140324,Tín phiếu Kho bạc đấu thầu đợt 17/2014,Tín phiếu,Tín Phiếu,18/08/2015,Tín phiếu đáo hạn
1422,VBS112085,VNVBS1120856,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,14/08/2015,Trái phiếu đáo hạn
1423,TP4A2205,VN0TP4A22059,Trái phiếu Chính phủ BLPH đợt 22/2005,Trái phiếu,Trái phiếu chuyên biệt,14/08/2015,Trái phiếu đáo hạn
1424,TPKB14031,VNTPKB140316,Tín phiếu Kho bạc đấu thầu đợt 16/2014,Tín phiếu,Tín Phiếu,04/08/2015,Tín phiếu đáo hạn
1425,TPKB14030,VNTPKB140308,Tín phiếu Kho bạc đấu thầu đợt 15/2014,Tín phiếu,Tín Phiếu,21/07/2015,Tín phiếu đáo hạn
1426,BVDB13119,VNBVDB131191,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,10/07/2015,Trái phiếu đáo hạn
1427,TP4A1705,VN0TP4A17059,Trái phiếu Chính phủ BLPH đợt 17/2005,Trái phiếu,Trái phiếu chuyên biệt,10/07/2015,Trái phiếu đáo hạn
1428,TB1015055,VNTB10150555,Trái phiếu Chính phủ BLPH đợt 11/2010,Trái phiếu,Trái phiếu chuyên biệt,08/07/2015,Trái phiếu đáo hạn
1429,TPKB14029,VNTPKB140290,Tín phiếu Kho bạc đấu thầu đợt 14/2014,Tín phiếu,Tín Phiếu,07/07/2015,Tín phiếu đáo hạn
1430,TD1315006,VNTD13150063,Trái phiếu Chính phủ đấu thầu đợt 49/2013,Trái phiếu,Trái phiếu chuyên biệt,30/06/2015,Trái phiếu đáo hạn
1431,TD1215035,VNTD12150353,Trái phiếu Chính Phủ đấu thầu đợt 48/2012,Trái phiếu,Trái phiếu chuyên biệt,30/06/2015,Trái phiếu đáo hạn
1432,TD1015050,VNTD10150504,Trái phiếu Chính phủ đấu thầu đợt 10/2010,Trái phiếu,Trái phiếu chuyên biệt,19/06/2015,Trái phiếu đáo hạn
1433,TPKB14028,VNTPKB140282,Tín phiếu Kho bạc đấu thầu đợt 13/2014,Tín phiếu,Tín Phiếu,16/06/2015,Tín phiếu đáo hạn
1434,TD1215034,VNTD12150346,Trái phiếu Chính phủ đấu thầu đợt 40/2012,Trái phiếu,Trái phiếu chuyên biệt,15/06/2015,Trái phiếu đáo hạn
1435,VDB112073,VNVDB1120734,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,11/06/2015,Trái phiếu đáo hạn
1436,TB1015048,VNTB10150480,Trái phiếu Chính phủ bảo lãnh đợt 9/2010,Trái phiếu,Trái phiếu chuyên biệt,10/06/2015,Trái phiếu đáo hạn
1437,VBS112051,VNVBS1120518,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,05/06/2015,Trái phiếu đáo hạn
1438,VLD,VN000000VLD1,Cổ phiếu Công ty cổ phần Bất động sản Viettronics,Cổ phiếu,Đại chúng chưa niêm yết,04/06/2015,Công ty cổ phần Bất động sản Viettronics không đáp ứng điều kiện là Công ty đại chúng.
1439,TPKB14027,VNTPKB140274,Tín phiếu Kho bạc đấu thầu đợt 12/2014,Tín phiếu,Tín Phiếu,02/06/2015,Tín phiếu đáo hạn
1440,TD1015044,VNTD10150447,Trái phiếu Chính phủ đấu thầu đợt 1-lô 1/2010,Trái phiếu,Trái phiếu chuyên biệt,01/06/2015,Trái phiếu đáo hạn
1441,VDB110027,VNVDB1100272,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/05/2015,Trái phiếu đáo hạn
1442,VDB112072,VNVDB1120726,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,29/05/2015,Trái phiếu đáo hạn
1443,TP4A1405,VN0TP4A14056,Trái phiếu Chính phủ BLPH đợt 14/2005,Trái phiếu,Trái phiếu chuyên biệt,29/05/2015,Trái phiếu đáo hạn
1444,VDB110023,VNVDB1100231,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,28/05/2015,Trái phiếu đáo hạn
1445,VDB110022,VNVDB1100223,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,26/05/2015,Trái phiếu đáo hạn
1446,TP4A1205,VN0TP4A12050,Trái phiếu Chính phủ BLPH đợt 12/2005,Trái phiếu,Trái phiếu chuyên biệt,25/05/2015,Trái phiếu đáo hạn
1447,BVDB13117,VNBVDB131175,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,22/05/2015,Trái phiếu đáo hạn
1448,VBS112050,VNVBS1120500,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,22/05/2015,Trái phiếu đáo hạn
1449,VDB110025,VNVDB1100256,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,21/05/2015,Trái phiếu đáo hạn
1450,VDB110021,VNVDB1100215,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,19/05/2015,Trái phiếu đáo hạn
1451,TPKB14026,VNTPKB140266,Tín phiếu Kho bạc đấu thầu đợt 11/2014,Tín phiếu,Tín Phiếu,19/05/2015,Tín phiếu đáo hạn
1452,VDB112070,VNVDB1120700,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,18/05/2015,Trái phiếu đáo hạn
1453,BVDB13116,VNBVDB131167,Trái phiếu Ngân hàng phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,15/05/2015,Trái phiếu đáo hạn
1454,TD1215033,VNTD12150338,Trái phiếu Chính phủ đấu thầu đợt 33/2012,Trái phiếu,Trái phiếu chuyên biệt,15/05/2015,Trái phiếu đáo hạn
1455,VBS112049,VNVBS1120492,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,14/05/2015,Trái phiếu đáo hạn
1456,TB1015041,VNTB10150415,Trái phiếu Chính phủ bảo lãnh đợt 7/2010,Trái phiếu,Trái phiếu chuyên biệt,13/05/2015,Trái phiếu đáo hạn
1457,AGD,VN000000AGD5,Cổ phiếu Công ty cổ phần Gò Đàng,Cổ phiếu,Đại chúng chưa niêm yết,11/05/2015,Công ty cổ phần Gò Đàng không đáp ứng điều kiện là Công ty đại chúng.
1458,BVDB13115,VNBVDB131159,Trái phiếu Ngân hàng Phát triển Việt Nam,Trái phiếu,Trái phiếu chuyên biệt,08/05/2015,Trái phiếu đáo hạn
1459,TPKB14025,VNTPKB140258,Tín phiếu Kho bạc đấu thầu đợt 10/2014,Tín phiếu,Tín Phiếu,05/05/2015,Tín phiếu đáo hạn
1460,TD1315005,VNTD13150055,Trái phiếu Chính phủ đấu thầu đợt 28/2013,Trái phiếu,Trái phiếu chuyên biệt,27/04/2015,Trái phiếu đáo hạn
1461,VDB110015,VNVDB1100157,Trái phiếu được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,27/04/2015,Trái phiếu đáo hạn
1462,VBS112048,VNVBS1120484,Trái phiếu Ngân hàng Chính sách Xã hội được Chính phủ bảo lãnh,Trái phiếu,Trái phiếu chuyên biệt,27/04/2015,Trái phiếu đáo hạn
1463,TP4A1005,VN0TP4A10054,Trái phiếu Chính phủ BLPH đợt 10/2005,Trái phiếu,Trái phiếu chuyên biệt,24/04/2015,Trái phiếu đáo hạn
1464,TB1015036,VNTB10150365,Trái phiếu Chính phủ BLPH đợt 6/2010,Trái phiếu,Trái phiếu chuyên biệt,24/04/2015,Trái phiếu đáo hạn
