STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Sàn chuyển đi,Sàn chuyển đến,Ngày hiệu lực,Tiêu đề
291,VDP,VN000000VDP2,Cổ phiếu CTCP Dược phẩm Trung ương VIDIPHA,Đại chúng chưa niêm yết,HOSE,14/08/2017,"VDP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VDP từ thị trường ĐCCNY sang thị trường HOSE"
292,TVP,VN000000TVP8,Cổ phiếu CTCP Dược phẩm TV.Pharm,Đại chúng chưa niêm yết,UpCOM,14/08/2017,"TVP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TVP từ thị trường ĐCCNY sang thị trường UPCOM"
293,DSG,VN000000DSG7,Cổ phiếu Công ty cổ phần Kính Viglacera Đáp Cầu,Đại chúng chưa niêm yết,UpCOM,09/08/2017,"DSG: Thực hiện chuyển dữ liệu đăng ký, lưu ký chứng khoán DSG từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội"
294,CPI,VN000000CPI1,Cổ phiếu Công ty cổ phần Đầu tư Cảng Cái Lân,Đại chúng chưa niêm yết,UpCOM,25/07/2017,"CPI: chuyển dữ liệu đăng ký, lưu ký chứng khoán CPI từ thị trường ĐCCNY sang thị trường Upcom"
295,MEG,VN000000MEG8,Cổ phiếu Công ty cổ phần Megram,HOSE,Đại chúng chưa niêm yết,25/07/2017,"EIG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu EIG từ thị trường HOSE sang thị trường ĐCCNY"
296,BGM,VN000000BGM4,Cổ phiếu Công ty cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,HOSE,UpCOM,14/08/2017,"BGM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BGM từ thị trường HOSE sang thị trường UPCOM"
297,TVT,VN000000TVT0,Cổ phiếu Tổng công ty Việt Thắng - CTCP,Đại chúng chưa niêm yết,HOSE,14/07/2017,"TVT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TVT từ thị trường ĐCCNY sang thị trường HOSE"
298,VDS,VN000000VDS6,Cổ phiếu CTCP Chứng khoán Rồng việt,HNX,HOSE,12/07/2017,"VDS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VDS từ thị trường HNX sang thị trường HOSE"
299,HD6,VN000000HD69,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Nhà số 6 Hà Nội,UpCOM,Đại chúng chưa niêm yết,06/07/2017,"HD6: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HD6 từ thị trường UPCOM sang thị trường ĐCCNY"
300,HBH,VN000000HBH2,Cổ phiếu Công ty cổ phần Habeco Hải Phòng,Đại chúng chưa niêm yết,UpCOM,05/07/2017,"HBH: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HBH từ thị trường ĐCCNY sang thị trường Upcom"
301,G20,VN000000G201,Cổ phiếu Công ty cổ phần Đầu tư Dệt may Vĩnh Phúc,HNX,UpCOM,25/07/2017,"G20: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu G20 từ thị trường HNX sang thị trường UPCOM"
302,VSM,VN000000VSM7,Cổ phiếu Công ty cổ phần Container miền Trung,UpCOM,HNX,27/06/2017,"VSM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VSM từ thị trường UPCOM sang thị trường niêm yết tại HNX"
303,CTS,VN000000CTS2,Cổ phiếu Công ty cổ phần Chứng khoán Ngân hàng Công Thương Việt Nam,HNX,HOSE,19/06/2017,"CTS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CTS từ thị trường HNX sang thị trường HOSE"
304,CH5,VN000000CH52,Cổ phiếu Công ty cổ phần Xây dựng số 5 Hà Nội,Đại chúng chưa niêm yết,UpCOM,12/06/2017,"CH5: Chuyển dữ liệu đăng ký, lưu ký chứng khoán CH5 từ thị trường ĐCCNY sang thị trường Upcom"
305,LEC,VN000000LEC9,Cổ phiếu Công ty cổ phần Bất động sản điện lực Miền Trung,Đại chúng chưa niêm yết,HOSE,12/06/2017,"LEC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu LEC từ thị trường ĐCCNY sang thị trường niêm yết tại HOSE"
306,FRM,VN000000FRM2,Cổ phiếu Công ty cổ phần Lâm nghiệp Sài Gòn,UpCOM,Đại chúng chưa niêm yết,08/06/2017,"FRM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu FRM từ thị trường UPCOM sang thị trường ĐCCNY"
307,NHV,VN000000NHV8,Cổ phiếu Công ty cổ phần Đầu tư NHV,HNX,UpCOM,07/06/2017,"NHV: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu NHV từ thị trường HNX sang thị trường UPCOM"
308,HTG,VN000000HTG6,Cổ phiếu Tổng công ty cổ phần Dệt may Hòa Thọ,Đại chúng chưa niêm yết,UpCOM,07/06/2017,"HTG: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HTG từ thị trường ĐCCNY sang thị trường Upcom"
309,APF,VN000000APF1,Cổ phiếu Công ty cổ phần Nông sản Thực phẩm Quảng Ngãi,Đại chúng chưa niêm yết,UpCOM,07/06/2017,"APF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu APF từ thị trường ĐCCNY sang thị trường Upcom"
310,HMS,VN000000HMS6,Cổ phiếu Công ty cổ phần Xây dựng bảo tàng Hồ Chí Minh,Đại chúng chưa niêm yết,UpCOM,30/05/2017,"HMS: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HMS từ thị trường ĐCCNY sang thị trường Upcom"
311,TNI,VN000000TNI0,Cổ phiếu Công ty cổ phần Tập đoàn Thành Nam,Đại chúng chưa niêm yết,HOSE,25/05/2017,"TNI: chuyển dữ liệu đăng ký, lưu ký cổ phiếu TNI từ thị trường ĐCCNY sang thị trường niêm yết tại HOSE"
312,PYU,VN000000PYU0,Cổ phiếu Công ty cổ phần Môi trường và Công trình đô thị Phúc Yên,Đại chúng chưa niêm yết,UpCOM,12/05/2017,"PYU: Chuyển dữ liệu đăng ký, lưu ký chứng khoán PYU từ thị trường ĐCCNY sang thị trường Upcom"
313,SDY,VN000000SDY0,Cổ phiếu CTCP Xi măng Sông Đà Yaly,HNX,UpCOM,06/06/2017,"SDY: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SDY từ thị trường niêm yết HNX sang thị trường UPCOM"
314,TTS,VN000000TTS6,Cổ phiếu Công ty cổ phần Cán thép Thái Trung,Đại chúng chưa niêm yết,UpCOM,11/05/2017,"TTS: Chuyển dữ liệu đăng ký, lưu ký chứng khoán TTS từ thị trường ĐCCNY sang thị trường đăng ký giao dịch (Upcom)"
315,VFR,VN000000VFR3,Cổ phiếu Công ty Cổ phần Vận tải và Thuê tàu,HNX,UpCOM,06/06/2017,"VFR: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VFR từ thị trường HNX sang thị trường UpCOM"
316,BHV,VN000000BHV3,Cổ phiếu Công ty cổ phần Bá Hiến,Đại chúng chưa niêm yết,UpCOM,10/05/2017,"BHV: Chuyển dữ liệu đăng ký, lưu ký chứng khoán BHV từ thị trường ĐCCNY sang thị trường Upcom"
317,VBH,VN000000VBH3,Cổ phiếu CTCP Điện tử Bình Hoà,HNX,UpCOM,30/05/2017,"VBH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VBH từ thị trường niêm yết HNX sang thị trường UPCOM"
318,HDO,VN000000HDO4,Cổ phiếu CTCP Hưng Đạo Container,HNX,UpCOM,30/05/2017,"HDO: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HDO từ thị trường niêm yết HNX sang thị trường UPCOM"
319,PVR,VN000000PVR2,Cổ phiếu Công ty cổ phần Đầu tư PVR Hà Nội,HNX,UpCOM,30/05/2017,"PVR: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PVR từ thị trường HNX sang thị trường UpCOM"
320,MSI,VN000000MSI4,Cổ phiếu Công ty cổ phần Chứng khoán KB Việt Nam,HNX,Đại chúng chưa niêm yết,03/05/2017,"MSI: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán MSI từ thị trường HNX sang thị trường ĐCCNY"
321,DHD,VN000000DHD7,Cổ phiếu CTCP Dược Vật tư Y tế Hải Dương,Đại chúng chưa niêm yết,UpCOM,03/05/2017,"DHD: chuyển dữ liệu đăng ký, lưu ký chứng khoán DHD từ thị trường ĐCCNY sang thị trường đăng ký giao dịch (Upcom"
322,CYC,VN000000CYC6,Cổ Phiếu CTCP Gạch Men Chang Yih,HOSE,UpCOM,15/05/2017,"CYC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CYC từ thị trường niêm yết HOSE sang thị trường UPCOM"
323,TTT,VN000000TTT4,Cổ phiếu Công ty cổ phần Du lịch – Thương mại Tây Ninh,Đại chúng chưa niêm yết,HNX,20/04/2017,"TTT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TTT từ thị trường ĐCCNY sang thị trường HNX"
324,PLX,VN000000PLX1,Cổ phiếu Tập đoàn Xăng dầu Việt Nam,Đại chúng chưa niêm yết,HOSE,20/04/2017,"PLX: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PLX từ thị trường đại chúng chưa niêm yết sang thị trường niêm yết tại HOSE"
325,TEC,VN000000TEC2,Cổ phiếu Công ty cổ phần Traenco,Đại chúng chưa niêm yết,UpCOM,19/04/2017,"TEC: Chuyển dữ liệu đăng ký, lưu ký chứng khoán TEC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
326,VTJ,VN000000VTJ1,Cổ phiếu Công ty cổ phần Thương mại và Đầu tư Vi na ta ba,UpCOM,HNX,20/04/2017,"VTJ: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VTJ từ thị trường UPCOM sang thị trường niêm yết HNX"
327,ATB,VN000000ATB2,Cổ phiếu Công ty cổ phần An Thịnh,UpCOM,Đại chúng chưa niêm yết,17/04/2017,"ATB: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ATB từ thị trường UPCOM sang thị trường ĐCCNY"
328,UPC,VN000000UPC6,Cổ phiếu CTCP phát triển Công viên cây xanh và Đô thị Vũng Tàu,Đại chúng chưa niêm yết,UpCOM,14/04/2017,"UPC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu UPC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
329,VNA,VN000000VNA3,Cổ phiếu công ty cổ phần vận tải biển VINASHIP,HOSE,UpCOM,25/04/2017,"VNA: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VNA từ thị trường HOSE sang thị trường UpCOM"
330,EFI,VN000000EFI8,Cổ phiếu CTCP Đầu tư Tài chính Giáo dục,HNX,UpCOM,19/04/2017,"EFI: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu EFI từ thị trường HNX sang thị trường UpCOM"
331,NAC,VN000000NAC3,Cổ phiếu Công ty cổ phần Tư vấn Xây dựng Tổng hợp,Đại chúng chưa niêm yết,UpCOM,17/03/2017,"NAC: chuyển dữ liệu đăng ký, lưu ký cổ phiếu NAC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
332,TTP,VN000000TTP2,Cổ phiếu Công ty CP bao bì nhựa Tân Tiến,Đại chúng chưa niêm yết,UpCOM,14/03/2017,"TTP: chuyển dữ liệu đăng ký, lưu ký cổ phiếu TTP từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
333,EDX,VN000000EDX2,Cổ phiếu Công ty cổ phần Tập đoàn EDX,UpCOM,Đại chúng chưa niêm yết,08/03/2017,"EDX: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu EDX từ thị trường UPCOM sang thị trường ĐCCNY"
334,MH3,VN000000MH35,Cổ phiếu Công ty cổ phần Khu Công nghiệp Cao su Bình Long,Đại chúng chưa niêm yết,UpCOM,03/03/2017,"MH3: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu MH3 từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
335,BT6,VN000000BT67,Cổ phiếu Công ty cổ phần Beton6,Đại chúng chưa niêm yết,UpCOM,03/03/2017,"BT6: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BT6 từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
336,BTD,VN000000BTD6,Cổ phiếu Công ty cổ phần Bê tông Ly tâm Thủ Đức,Đại chúng chưa niêm yết,UpCOM,28/02/2017,"BTD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BTD từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
337,VNH,VN000000VNH8,Cổ phiếu CTCP Đầu tư Việt Việt Nhật,HOSE,UpCOM,27/03/2017,"VNH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VNH từ thị trường HOSE sang thị trường UPCOM"
338,EIC,VN000000EIC5,Cổ phiếu Công ty cổ phần EVN Quốc tế,Đại chúng chưa niêm yết,UpCOM,24/02/2017,"EIC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu EIC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên Sở Giao dịch Chứng khoán Hà Nội"
339,BNC,VN000000BNC1,Cổ phiếu Công ty cổ phần Dịch vụ Cáp treo Bà Nà,HOSE,Đại chúng chưa niêm yết,27/02/2017,"BNC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BNC từ thị trường niêm yết tại Sở Giao dịch Chứng khoán Tp. Hồ Chí Minh (HOSE) sang thị trường đại chúng chưa niêm yết (ĐCCNY)"
340,CDG,VN000000CDG1,Cổ phiếu Công ty cổ phần Cầu Đuống,Đại chúng chưa niêm yết,UpCOM,23/02/2017,"CDG: Chuyển dữ liệu đăng ký, lưu ký chứng khoán CDG từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
341,CHC,VN000000CHC1,Cổ phiếu Công ty cổ phần Cẩm Hà,Đại chúng chưa niêm yết,UpCOM,14/02/2017,"CHC: Chuyển dữ liệu đăng ký, lưu ký chứng khoán CHC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
342,AC4,VN000000AC42,Cổ phiếu Công ty cổ phần ACC - 244,Đại chúng chưa niêm yết,UpCOM,07/02/2017,"AC4: Chuyển dữ liệu đăng ký, lưu ký chứng khoán AC4 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
343,TQN,VN000000TQN3,Cổ phiếu Công ty cổ phần Thông Quảng Ninh,Đại chúng chưa niêm yết,UpCOM,07/02/2017,"TQN: Chuyển dữ liệu đăng ký, lưu ký chứng khoán TQN từ thị trường ĐCCNY sang thị trường Upcom"
344,PXC,VN000000PXC0,Cổ phiếu Công ty cổ phần Phát triển Đô thị Dầu khí,HNX,UpCOM,03/02/2017,"PXC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PXC từ thị trường HNX sang thị trường UPCOM"
345,HLB,VN000000HLB4,Cổ phiếu Công ty Cổ phần Bia & Nước giải khát Hạ Long,Đại chúng chưa niêm yết,UpCOM,02/02/2017,"HLB: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HLB từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
346,MVY,VN000000MVY5,Cổ phiếu Công ty cổ phần Môi trường và Dịch vụ Đô thị Vĩnh Yên,Đại chúng chưa niêm yết,UpCOM,20/01/2017,"MVY: Chuyển dữ liệu đăng ký, lưu ký chứng khoán MVY từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
347,NAS,VN000000NAS9,Cổ phiếu CTCP Dịch vụ Hàng không Sân bay Nội Bài,Đại chúng chưa niêm yết,UpCOM,20/01/2017,"NAS: Chuyển dữ liệu đăng ký, lưu ký chứng khoán NAS từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
348,BRS,VN000000BRS8,Cổ phiếu Công ty cổ phần Dịch vụ Đô thị Bà Rịa,Đại chúng chưa niêm yết,UpCOM,20/01/2017,"BRS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BRS từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
349,BHN,VN000000BHN0,Cổ phiếu Tổng Công ty cổ phần Bia – Rượu – Nước Giải khát Hà Nội,UpCOM,HOSE,16/01/2017,"BHN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BHN từ sàn UPCOM sang thị trường niêm yết tại HOSE"
350,TNI,VN000000TNI0,Cổ phiếu Công ty cổ phần Tập đoàn Thành Nam,HNX,Đại chúng chưa niêm yết,16/01/2017,"TNI: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TNI từ thị trường HNX sang thị trường Đại chúng chưa niêm yết"
351,ATA,VN000000ATA4,Cổ Phiếu Công Ty Cổ Phần NTACO,HOSE,UpCOM,08/02/2017,"ATA: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ATA từ thị trường HOSE sang thị trường UPCOM"
352,CKH,VN000000CKH4,Cổ phiếu Công ty cổ phần Cơ khí Chế tạo Hải Phòng,UpCOM,UpCOM,11/01/2017,"CKH: Chuyển dữ liệu đăng ký, lưu ký chứng khoán CKH từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
353,DCF,VN000000DCF3,Cổ phiếu Công ty cổ phần Xây dựng và Thiết kế số 1,Đại chúng chưa niêm yết,UpCOM,11/01/2017,"DCF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DCF từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
354,PNT,VN000000PNT5,Cổ phiếu CTCP Kỹ thuật Xây dựng Phú Nhuận,Đại chúng chưa niêm yết,UpCOM,10/01/2017,"PNT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PNT từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
355,VEE,VN000000VEE4,Cổ phiếu Công ty cổ phần Thiết bị điện Cẩm Phả,Đại chúng chưa niêm yết,UpCOM,06/01/2017,"VEE: chuyển dữ liệu đăng ký, lưu ký chứng khoán VEE từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
356,SID,VN000000SID3,Cổ phiếu Công ty cổ phần Đầu tư Phát triển Sài Gòn Co.op,Đại chúng chưa niêm yết,UpCOM,06/01/2017,"SID: chuyển dữ liệu đăng ký, lưu ký cổ phiếu SID từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
357,PIC,VN000000PIC1,Cổ phiếu Công ty cổ phần Đầu tư Điện lực 3,UpCOM,HNX,06/01/2017,"PIC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PIC từ sàn UPCOM sang thị trường niêm yết tại HNX"
358,VWS,VN000000VWS6,Cổ phiếu Công ty cổ phần Nước và Môi trường Việt Nam,Đại chúng chưa niêm yết,UpCOM,05/01/2017,"VWS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VWS từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch UPCOM"
359,HVN,VN000000HVN8,Cổ phiếu Tổng Công ty Hàng không Việt Nam - CTCP,Đại chúng chưa niêm yết,UpCOM,30/12/2016,"HVN: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HVN từ thị trường ĐCCNY sang thị trường Upcom"
360,VGT,VN000000VGT7,Cổ phiếu Tập đoàn Dệt may Việt Nam,Đại chúng chưa niêm yết,UpCOM,28/12/2016,"VGT: Chuyển dữ liệu đăng ký, lưu ký chứng khoán VGT từ thị trường ĐCCNY sang thị trường Upcom"
361,UPH,VN000000UPH5,Cổ phiếu Công ty cổ phần Dược phẩm TW 25,Đại chúng chưa niêm yết,UpCOM,28/12/2016,"UPH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu UPH từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
362,VGC,VN000000VGC3,Cổ phiếu Tổng Công ty Viglacera – CTCP,UpCOM,HNX,21/12/2016,"VGC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VGC từ thị trường đăng ký giao dịch UPCoM sang thị trường niêm yết tại HNX"
363,KHD,VN000000KHD2,"Cổ phiếu Công ty cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Đại chúng chưa niêm yết,UpCOM,16/12/2016,"KHD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KHD từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
364,QNS,VN000000QNS5,Cổ phiếu Công ty cổ phần Đường Quảng Ngãi,Đại chúng chưa niêm yết,UpCOM,16/12/2016,"QNS: Chuyển dữ liệu đăng ký, lưu ký chứng khoán QNS từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
365,PVP,VN000000PVP6,Cổ phiếu Công ty cổ phần Vận tải Dầu khí Thái Bình Dương,Đại chúng chưa niêm yết,UpCOM,16/12/2016,"PVP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PVP từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
366,NTC,VN000000NTC3,Cổ phiếu Công ty cổ phần Khu Công nghiệp Nam Tân Uyên,Đại chúng chưa niêm yết,UpCOM,15/12/2016,"NTC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu NTC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
367,HEC,VN000000HEC7,Cổ phiếu Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II,Đại chúng chưa niêm yết,UpCOM,19/12/2016,"HEC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HEC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
368,VCP,VN000000VCP4,Cổ phiếu Công ty cổ phần Xây dựng và Năng lượng VCP,Đại chúng chưa niêm yết,UpCOM,14/12/2016,"VCP: Chuyển dữ liệu đăng ký, lưu ký chứng khoán VCP từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
369,M26,VN000000M266,Cổ phiếu Công ty cổ phần Đầu tư Kinh doanh và Xây dựng 126,HNX,Đại chúng chưa niêm yết,07/12/2016,"M26: Chuyển dữ liệu đăng ký, lưu ký chứng khoán M26 từ thị trường HNX sang theo dõi tại thị trường Đại chúng chưa niêm yết (ĐCCNY)"
370,HES,VN000000HES3,Cổ phiếu Công ty cổ phần Dịch vụ Giải trí Hà Nội,Đại chúng chưa niêm yết,UpCOM,06/12/2016,"HES: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HES từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
371,RCC,VN000000RCC0,Cổ phiếu Công ty cổ phần Tổng Công ty Công trình Đường sắt,Đại chúng chưa niêm yết,UpCOM,30/11/2016,"RCC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu RCC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
372,APG,VN000000APG9,Cổ phiếu Công ty cổ phần Chứng khoán APG,HNX,HOSE,29/11/2016,"APG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu APG từ thị trường HNX sang thị trường HOSE"
373,CDN,VN000000CDN7,Cổ phiếu Công ty cổ phần Cảng Đà Nẵng,UpCOM,HNX,29/11/2016,"CDN: chuyển dữ liệu đăng ký, lưu ký cổ phiếu CDN từ sàn UPCOM sang thị trường niêm yết tại HNX"
374,SHA,VN000000SHA1,Cổ phiếu Công ty cổ phần Sơn Hà Sài Gòn,HNX,HOSE,25/11/2016,"SHA: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SHA từ thị trường HNX sang thị trường HOSE"
375,SPS,VN000000SPS6,Cổ phiếu Công ty cổ phần Dịch vụ Dầu khí Sài Gòn,UpCOM,Đại chúng chưa niêm yết,24/11/2016,"SPS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SPS từ thị trường UPCOM sang thị trường DCCNY"
376,HPW,VN000000HPW1,Cổ phiếu Công ty cổ phần cấp nước Hải Phòng,Đại chúng chưa niêm yết,UpCOM,17/11/2016,"HPW: chuyển dữ liệu đăng ký, lưu ký chứng khoán HPW từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
377,AAA,VN000000AAA4,Cổ phiếu Công ty cổ phần Nhựa An Phát Xanh,HNX,HOSE,22/11/2016,"AAA: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu AAA từ thị trường HNX sang thị trường HOSE"
378,VWS,VN000000VWS6,Cổ phiếu Công ty cổ phần Nước và Môi trường Việt Nam,UpCOM,Đại chúng chưa niêm yết,11/11/2016,"VWS: Chuyển số liệu đăng ký, lưu ký đối với chứng khoán VWS từ thị trường Upcom sang thị trường ĐCCNY"
379,IFS,VN000000IFS8,Cổ phiếu CTCP thực phẩm Quốc tế,Đại chúng chưa niêm yết,UpCOM,11/11/2016,"IFS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu IFS từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
380,SCR,VN000000SCR6,Cổ phiếu CTCP Địa ốc Sài Gòn Thương Tín,HNX,HOSE,15/11/2016,"SCR: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SCR từ thị trường HNX sang thị trường HOSE"
381,VCW,VN000000VCW0,Cổ phiếu Công ty cổ phần Đầu tư Nước sạch Sông Đà,HNX,UpCOM,08/11/2016,"VCW: Chuyển dữ liệu đăng ký, lưu ký chứng khoán VCW từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
382,BT1,VN000000BT18,Cổ phiếu CTCP Bảo vệ Thực vật 1 Trung ương,Đại chúng chưa niêm yết,UpCOM,07/11/2016,"BT1: Chuyển dữ liệu đăng ký, lưu ký chứng khoán BT1 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
383,BHN,VN000000BHN0,Cổ phiếu Tổng Công ty cổ phần Bia – Rượu – Nước Giải khát Hà Nội,Đại chúng chưa niêm yết,UpCOM,27/10/2016,"BHN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BHN từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
384,C21,VN000000C218,Cổ phiếu Công ty cổ phần Thế kỷ 21,Đại chúng chưa niêm yết,UpCOM,26/10/2016,"C21: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu C21 từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
385,BAM,VN000000BAM7,Cổ phiếu Công ty cổ phần Khoáng sản và Luyện kim Bắc Á,HNX,UpCOM,14/11/2016,"BAM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BAM từ thị trường HNX sang thị trường UpCOM"
