STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
226,Điều chỉnh lần 226,,700.000,-4.000.000,7.000.000.000,-40.000.000.000,02/2020/GCNETF-VSD-226,17/06/2021
227,Điều chỉnh lần 227,,500.000,-300.000,5.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-227,18/06/2021
228,Điều chỉnh lần 228,,400.000,0,4.000.000.000,0,02/2020/GCNETF-VSD-228,21/06/2021
229,Điều chỉnh lần 229,,1.000.000,-300.000,10.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-229,22/06/2021
230,Điều chỉnh lần 230,,4.000.000,0,40.000.000.000,0,02/2020/GCNETF-VSD-230,23/06/2021
231,Điều chỉnh lần 231,,300.000,0,3.000.000.000,0,02/2020/GCNETF-VSD-231,24/06/2021
232,Điều chỉnh lần 232,,500.000,0,5.000.000.000,0,02/2020/GCNETF-VSD-232,25/06/2021
233,Điều chỉnh lần 233,,1.400.000,-200.000,14.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-233,28/06/2021
234,Điều chỉnh lần 234,,1.000.000,-1.700.000,10.000.000.000,-17.000.000.000,02/2020/GCNETF-VSD-234,29/06/2021
235,Điều chỉnh lần 235,,1.300.000,-200.000,13.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-235,30/06/2021
236,Điều chỉnh lần 236,,700.000,0,7.000.000.000,0,02/2020/GCNETF-VSD-236,01/07/2021
237,Điều chỉnh lần 237,,2.800.000,0,28.000.000.000,0,02/2020/GCNETF-VSD-237,02/07/2021
238,Điều chỉnh lần 238,,500.000,-800.000,5.000.000.000,-8.000.000.000,02/2020/GCNETF-VSD-238,05/07/2021
239,Điều chỉnh lần 239,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-239,06/07/2021
240,Điều chỉnh lần 240,,600.000,0,6.000.000.000,0,02/2020/GCNETF-VSD-240,07/07/2021
241,Điều chỉnh lần 241,,400.000,0,4.000.000.000,0,02/2020/GCNETF-VSD-241,08/07/2021
242,Điều chỉnh lần 242,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-242,12/07/2021
243,Điều chỉnh lần 243,,2.200.000,0,22.000.000.000,0,02/2020/GCNETF-VSD-243,13/07/2021
244,Điều chỉnh lần 244,,1.200.000,0,12.000.000.000,0,02/2020/GCNETF-VSD-244,15/07/2021
245,Điều chỉnh lần 245,,900.000,0,9.000.000.000,0,02/2020/GCNETF-VSD-245,16/07/2021
246,Điều chỉnh lần 246,,1.500.000,0,15.000.000.000,0,02/2020/GCNETF-VSD-246,19/07/2021
247,Điều chỉnh lần 247,,1.500.000,0,15.000.000.000,0,02/2020/GCNETF-VSD-247,20/07/2021
248,Điều chỉnh lần 248,,2.400.000,-5.000.000,24.000.000.000,-50.000.000.000,02/2020/GCNETF-VSD-248,21/07/2021
249,Điều chỉnh lần 249,,500.000,-200.000,5.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-249,22/07/2021
250,Điều chỉnh lần 250,,1.900.000,-4.400.000,19.000.000.000,-44.000.000.000,02/2020/GCNETF-VSD-250,23/07/2021
251,Điều chỉnh lần 251,,0,-900.000,0,-9.000.000.000,02/2020/GCNETF-VSD-251,26/07/2021
252,Điều chỉnh lần 252,,3.300.000,0,33.000.000.000,0,02/2020/GCNETF-VSD-252,29/07/2021
253,Điều chỉnh lần 253,,1.100.000,0,11.000.000.000,0,02/2020/GCNETF-VSD-253,30/07/2021
254,Điều chỉnh lần 254,,700.000,-300.000,7.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-254,02/08/2021
255,Điều chỉnh lần 255,,1.500.000,-5.400.000,15.000.000.000,-54.000.000.000,02/2020/GCNETF-VSD-255,03/08/2021
256,Điều chỉnh lần 256,,800.000,0,8.000.000.000,0,02/2020/GCNETF-VSD-256,04/08/2021
257,Điều chỉnh lần 257,,1.500.000,0,15.000.000.000,0,02/2020/GCNETF-VSD-257,06/08/2021
258,Điều chỉnh lần 258,,500.000,0,5.000.000.000,0,02/2020/GCNETF-VSD-258,09/08/2021
259,Điều chỉnh lần 259,,2.700.000,0,27.000.000.000,0,02/2020/GCNETF-VSD-259,10/08/2021
260,Điều chỉnh lần 260,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-260,11/08/2021
261,Điều chỉnh lần 261,,100.000,-500.000,1.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-261,12/08/2021
262,Điều chỉnh lần 262,,500.000,-3.600.000,5.000.000.000,-36.000.000.000,02/2020/GCNETF-VSD-262,13/08/2021
263,Điều chỉnh lần 263,,0,-2.800.000,0,-28.000.000.000,02/2020/GCNETF-VSD-263,16/08/2021
264,Điều chỉnh lần 264,,0,-1.300.000,0,-13.000.000.000,02/2020/GCNETF-VSD-264,17/08/2021
265,Điều chỉnh lần 265,,0,-700.000,0,-7.000.000.000,02/2020/GCNETF-VSD-265,18/08/2021
266,Điều chỉnh lần 266,,0,-1.100.000,0,-11.000.000.000,02/2020/GCNETF-VSD-266,19/08/2021
267,Điều chỉnh lần 267,,0,-11.200.000,0,-112.000.000.000,02/2020/GCNETF-VSD-267,20/08/2021
268,Điều chỉnh lần 268,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-268,23/08/2021
269,Điều chỉnh lần 269,,200.000,-3.200.000,2.000.000.000,-32.000.000.000,02/2020/GCNETF-VSD-269,24/08/2021
270,Điều chỉnh lần 270,,0,-4.800.000,0,-48.000.000.000,02/2020/GCNETF-VSD-270,25/08/2021
271,Điều chỉnh lần 271,,0,-1.800.000,0,-18.000.000.000,02/2020/GCNETF-VSD-271,26/08/2021
272,Điều chỉnh lần 272,,300.000,-2.100.000,3.000.000.000,-21.000.000.000,02/2020/GCNETF-VSD-272,31/08/2021
273,Điều chỉnh lần 273,,0,-2.900.000,0,-29.000.000.000,02/2020/GCNETF-VSD-273,01/09/2021
274,Điều chỉnh lần 274,,100.000,-3.500.000,1.000.000.000,-35.000.000.000,02/2020/GCNETF-VSD-274,06/09/2021
275,Điều chỉnh lần 275,,3.000.000,-2.900.000,30.000.000.000,-29.000.000.000,02/2020/GCNETF-VSD-275,07/09/2021
276,Điều chỉnh lần 276,,100.000,-6.400.000,1.000.000.000,-64.000.000.000,02/2020/GCNETF-VSD-276,08/09/2021
277,Điều chỉnh lần 277,,2.800.000,-300.000,28.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-277,09/09/2021
278,Điều chỉnh lần 278,,0,-2.000.000,0,-20.000.000.000,02/2020/GCNETF-VSD-278,10/09/2021
279,Điều chỉnh lần 279,,0,-2.800.000,0,-28.000.000.000,02/2020/GCNETF-VSD-279,13/09/2021
280,Điều chỉnh lần 280,,0,-700.000,0,-7.000.000.000,02/2020/GCNETF-VSD-280,14/09/2021
281,Điều chỉnh lần 281,,0,-500.000,0,-5.000.000.000,02/2020/GCNETF-VSD-281,15/09/2021
282,Điều chỉnh lần 282,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-282,16/09/2021
283,Điều chỉnh lần 283,,0,-2.300.000,0,-23.000.000.000,02/2020/GCNETF-VSD-283,17/09/2021
284,Điều chỉnh lần 284,,100.000,-2.200.000,1.000.000.000,-22.000.000.000,02/2020/GCNETF-VSD-284,20/09/2021
285,Điều chỉnh lần 285,,0,-8.000.000,0,-80.000.000.000,02/2020/GCNETF-VSD-285,21/09/2021
286,Điều chỉnh lần 286,,0,-3.100.000,0,-31.000.000.000,02/2020/GCNETF-VSD-286,22/09/2021
287,Điều chỉnh lần 287,,100.000,-4.500.000,1.000.000.000,-45.000.000.000,02/2020/GCNETF-VSD-287,23/09/2021
288,Điều chỉnh lần 288,,0,-1.400.000,0,-14.000.000.000,02/2020/GCNETF-VSD-288,24/09/2021
289,Điều chỉnh lần 289,,0,-200.000,0,-2.000.000.000,02/2020/GCNETF-VSD-289,27/09/2021
290,Điều chỉnh lần 290,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-290,30/09/2021
291,Điều chỉnh lần 291,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-291,08/10/2021
292,Điều chỉnh lần 292,,0,-700.000,0,-7.000.000.000,02/2020/GCNETF-VSD-292,11/10/2021
293,Điều chỉnh lần 293,,200.000,-1.400.000,2.000.000.000,-14.000.000.000,02/2020/GCNETF-VSD-293,12/10/2021
294,Điều chỉnh lần 294,,0,-1.300.000,0,-13.000.000.000,02/2020/GCNETF-VSD-294,13/10/2021
295,Điều chỉnh lần 295,,500.000,0,5.000.000.000,0,295 số 02/2020/GCNETF-VSD-295,14/10/2021
296,Điều chỉnh lần 296,,0,-200.000,0,-2.000.000.000,02/2020/GCNETF-VSD-296,15/10/2021
297,Điều chỉnh lần 297,,1.000.000,0,10.000.000.000,0,02/2020/GCNETF-VSD-297,21/10/2021
298,Điều chỉnh lần 298,,400.000,-100.000,4.000.000.000,-1.000.000.000,02/2020/GCNETF-VSD-298,22/10/2021
299,Điều chỉnh lần 299,,700.000,0,7.000.000.000,0,02/2020/GCNETF-VSD-299,26/10/2021
300,Điều chỉnh lần 300,,2.000.000,0,20.000.000.000,0,02/2020/GCNETF-VSD-300,27/10/2021
301,Điều chỉnh lần 301,,3.500.000,-1.700.000,35.000.000.000,-17.000.000.000,02/2020/GCNETF-VSD-301,05/11/2021
302,Điều chỉnh lần 302,,200.000,-1.300.000,2.000.000.000,-13.000.000.000,02/2020/GCNETF-VSD-302,08/11/2021
303,Điều chỉnh lần 303,,400.000,-200.000,4.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-303,09/11/2021
304,Điều chỉnh lần 304,,100.000,0,1.000.000.000,0,02/2020/GCNETF-VSD-304,10/11/2021
305,Điều chỉnh lần 305,,100.000,-500.000,1.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-305,12/11/2021
306,Điều chỉnh lần 306,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-306,15/11/2021
307,Điều chỉnh lần 307,,7.000.000,-200.000,70.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-307,16/11/2021
308,Điều chỉnh lần 308,,10.100.000,-300.000,101.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-308,17/11/2021
309,Điều chỉnh lần 309,,4.400.000,-200.000,44.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-309,18/11/2021
310,Điều chỉnh lần 310,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-310,19/11/2021
311,Điều chỉnh lần 311,,200.000,-100.000,2.000.000.000,-1.000.000.000,02/2020/GCNETF-VSD-311,23/11/2021
312,Điều chỉnh lần 312,,400.000,-500.000,4.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-312,24/11/2021
313,Điều chỉnh lần 313,,100.000,-900.000,1.000.000.000,-9.000.000.000,02/2020/GCNETF-VSD-313,25/11/2021
314,Điều chỉnh lần 314,,200.000,-300.000,2.000.000.000,-3.000.000.000,02/2020/GCNETF-VSD-314,26/11/2021
315,Điều chỉnh lần 315,,0,-500.000,0,-5.000.000.000,02/2020/GCNETF-VSD-315,29/11/2021
316,Điều chỉnh lần 316,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-316,30/11/2021
317,Điều chỉnh lần 317,,0,-200.000,0,-2.000.000.000,02/2020/GCNETF-VSD-317,07/12/2021
318,Điều chỉnh lần 318,,900.000,0,9.000.000.000,0,02/2020/GCNETF-VSD-318,08/12/2021
319,Điều chỉnh lần 319,,100.000,0,1.000.000.000,0,02/2020/GCNETF-VSD-319,09/12/2021
320,Điều chỉnh lần 320,,200.000,-800.000,2.000.000.000,-8.000.000.000,02/2020/GCNETF-VSD-320,17/12/2021
321,Điều chỉnh lần 321,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-321,20/12/2021
322,Điều chỉnh lần 322,,400.000,0,4.000.000.000,0,02/2020/GCNETF-VSD-322,21/12/2021
323,Điều chỉnh lần 323,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-323,22/12/2021
324,Điều chỉnh lần 324,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-324,23/12/2021
325,Điều chỉnh lần 325,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-325,27/12/2021
326,Điều chỉnh lần 326,,0,-100.000,0,-1.000.000.000,02/2020/GCNETF-VSD-326,28/12/2021
327,Điều chỉnh lần 327,,0,-100.000,0,-1.000.000.000,02/2020/GCNETF-VSD-327,29/12/2021
328,Điều chỉnh lần 328,,0,-900.000,0,-9.000.000.000,02/2020/GCNETF-VSD-328,04/01/2022
329,Điều chỉnh lần 329,,0,-400.000,0,-4.000.000.000,02/2020/GCNETF-VSD-329,05/01/2022
330,Điều chỉnh lần 330,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-330,06/01/2022
331,Điều chỉnh lần 331,,800.000,-700.000,8.000.000.000,-7.000.000.000,02/2020/GCNETF-VSD-331,07/01/2022
332,Điều chỉnh lần 332,,0,-300.000,0,-3.000.000.000,02/2020/GCNETF-VSD-332,10/01/2022
333,Điều chỉnh lần 333,,0,-100.000,0,-1.000.000.000,02/2020/GCNETF-VSD-333,12/01/2022
334,Điều chỉnh lần 334,,0,-500.000,0,-5.000.000.000,02/2020/GCNETF-VSD-334,13/01/2022
335,Điều chỉnh lần 335,,0,-700.000,0,-7.000.000.000,02/2020/GCNETF-VSD-335,14/01/2022
336,Điều chỉnh lần 336,,3.900.000,-500.000,39.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-336,17/01/2022
337,Điều chỉnh lần 337,,100.000,0,1.000.000.000,0,02/2020/GCNETF-VSD-337,19/01/2022
338,Điều chỉnh lần 338,,300.000,0,3.000.000.000,0,02/2020/GCNETF-VSD-338,20/01/2022
339,Điều chỉnh lần 339,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-339,21/01/2022
340,Điều chỉnh lần 340,,0,-1.200.000,0,-12.000.000.000,số 02/2020/GCNETF-VSD-340,27/01/2022
341,Điều chỉnh lần 341,,0,-300.000,0,-3.000.000.000,02/2020/GCNETF-VSD-341,07/02/2022
342,Điều chỉnh lần 342,,0,-100.000,0,-1.000.000.000,02/2020/GCNETF-VSD-342,08/02/2022
343,Điều chỉnh lần 343,,100.000,0,1.000.000.000,0,02/2020/GCNETF-VSD-343,09/02/2022
344,Điều chỉnh lần 344,,8.100.000,0,81.000.000.000,0,02/2020/GCNETF-VSD-344,10/02/2022
345,Điều chỉnh lần 345,,7.700.000,-200.000,77.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-345,11/02/2022
346,Điều chỉnh lần 346,,0,-200.000,0,-2.000.000.000,02/2020/GCNETF-VSD-346,14/02/2022
347,Điều chỉnh lần 347,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-347,15/02/2022
348,Điều chỉnh lần 348,,100.000,-200.000,1.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-348,16/02/2022
349,Điều chỉnh lần 349,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-349,18/02/2022
350,Điều chỉnh lần 350,,100.000,-100.000,1.000.000.000,-1.000.000.000,02/2020/GCNETF-VSD-350,21/02/2022
351,Điều chỉnh lần 351,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-351,22/02/2022
352,Điều chỉnh lần 352,,200.000,-3.100.000,2.000.000.000,-31.000.000.000,02/2020/GCNETF-VSD-352,23/02/2022
353,Điều chỉnh lần 353,,600.000,0,6.000.000.000,0,02/2020/GCNETF-VSD-353,24/02/2022
354,Điều chỉnh lần 354,,2.500.000,-1.000.000,25.000.000.000,-10.000.000.000,02/2020/GCNETF-VSD-354,25/02/2022
355,Điều chỉnh lần 355,,5.100.000,0,51.000.000.000,0,02/2020/GCNETF-VSD-355,01/03/2022
356,Điều chỉnh lần 356,,12.500.000,0,125.000.000.000,0,02/2020/GCNETF-VSD-356,02/03/2022
357,Điều chỉnh lần 357,,400.000,-200.000,4.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-357,03/03/2022
358,Điều chỉnh lần 358,,100.000,-1.300.000,1.000.000.000,-13.000.000.000,02/2020/GCNETF-VSD-358,04/03/2022
359,Điều chỉnh lần 359,,100.000,-1.300.000,1.000.000.000,-13.000.000.000,02/2020/GCNETF-VSD-359,07/03/2022
360,Điều chỉnh lần 360,,0,-1.100.000,0,-11.000.000.000,02/2020/GCNETF-VSD-360,08/03/2022
361,Điều chỉnh lần 361,,100.000,-6.400.000,1.000.000.000,-64.000.000.000,02/2020/GCNETF-VSD-361,09/03/2022
362,Điều chỉnh lần 362,,100.000,-200.000,1.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-362,10/03/2022
363,Điều chỉnh lần 363,,0,-2.000.000,0,-20.000.000.000,02/2020/GCNETF-VSD-363,11/03/2022
364,Điều chỉnh lần 364,,0,-1.700.000,0,-17.000.000.000,02/2020/GCNETF-VSD-364,15/03/2022
365,Điều chỉnh lần 365,,0,-4.100.000,0,-41.000.000.000,02/2020/GCNETF-VSD-365,16/03/2022
366,Điều chỉnh lần 366,,0,-2.000.000,0,-20.000.000.000,02/2020/GCNETF-VSD-366,17/03/2022
367,Điều chỉnh lần 367,,0,-1.200.000,0,-12.000.000.000,02/2020/GCNETF-VSD-367,18/03/2022
368,Điều chỉnh lần 368,,3.500.000,0,35.000.000.000,0,02/2020/GCNETF-VSD-368,21/03/2022
369,Điều chỉnh lần 369,,4.000.000,0,40.000.000.000,0,02/2020/GCNETF-VSD-369,23/03/2022
370,Điều chỉnh lần 370,,5.200.000,-1.300.000,52.000.000.000,-13.000.000.000,02/2020/GCNETF-VSD-370,24/03/2022
371,Điều chỉnh lần 371,,0,-300.000,0,-3.000.000.000,02/2020/GCNETF-VSD-371,25/03/2022
372,Điều chỉnh lần 372,,5.000.000,0,50.000.000.000,0,02/2020/GCNETF-VSD-372,28/03/2022
373,Điều chỉnh lần 373,,0,-1.000.000,0,-10.000.000.000,02/2020/GCNETF-VSD-373,30/03/2022
374,Điều chỉnh lần 374,,2.500.000,0,25.000.000.000,0,02/2020/GCNETF-VSD-374,31/03/2022
375,Điều chỉnh lần 375,,1.100.000,0,11.000.000.000,0,02/2020/GCNETF-VSD-375,01/04/2022
376,Điều chỉnh lần 376,,2.400.000,-1.100.000,24.000.000.000,-11.000.000.000,02/2020/GCNETF-VSD-376,04/04/2022
377,Điều chỉnh lần 377,,6.500.000,-400.000,65.000.000.000,-4.000.000.000,02/2020/GCNETF-VSD-377,05/04/2022
378,Điều chỉnh lần 378,,2.800.000,0,28.000.000.000,0,02/2020/GCNETF-VSD-378,06/04/2022
379,Điều chỉnh lần 379,,400.000,-400.000,4.000.000.000,-4.000.000.000,02/2020/GCNETF-VSD-379,08/04/2022
380,Điều chỉnh lần 380,,2.600.000,0,26.000.000.000,0,02/2020/GCNETF-VSD-380,12/04/2022
381,Điều chỉnh lần 381,,2.500.000,0,25.000.000.000,0,02/2020/GCNETF-VSD-381,13/04/2022
382,Điều chỉnh lần 382,,200.000,0,2.000.000.000,0,02/2020/GCNETF-VSD-382,15/04/2022
383,Điều chỉnh lần 383,,300.000,0,3.000.000.000,0,02/2020/GCNETF-VSD-383,18/04/2022
384,Điều chỉnh lần 384,,900.000,0,9.000.000.000,0,02/2020/GCNETF-VSD-384,19/04/2022
385,Điều chỉnh lần 385,,1.200.000,-200.000,12.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-385,20/04/2022
386,Điều chỉnh lần 386,,1.500.000,-200.000,15.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-386,21/04/2022
387,Điều chỉnh lần 387,,1.200.000,0,12.000.000.000,0,02/2020/GCNETF-VSD-387,22/04/2022
388,Điều chỉnh lần 388,,3.000.000,-200.000,30.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-388,25/04/2022
389,Điều chỉnh lần 389,,2.700.000,0,27.000.000.000,0,02/2020/GCNETF-VSD-389,26/04/2022
390,Điều chỉnh lần 390,,3.200.000,0,32.000.000.000,0,02/2020/GCNETF-VSD-390,27/04/2022
391,Điều chỉnh lần 391,,2.100.000,0,21.000.000.000,0,02/2020/GCNETF-VSD-391,10/05/2022
392,Điều chỉnh lần 392,,3.800.000,-500.000,38.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-392,11/05/2022
393,Điều chỉnh lần 393,,2.900.000,-1.000.000,29.000.000.000,-10.000.000.000,02/2020/GCNETF-VSD-393,12/05/2022
394,Điều chỉnh lần 394,,500.000,-500.000,5.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-394,13/05/2022
395,Điều chỉnh lần 395,,26.300.000,0,263.000.000.000,0,02/2020/GCNETF-VSD-395,16/05/2022
396,Điều chỉnh lần 396,,1.800.000,0,18.000.000.000,0,02/2020/GCNETF-VSD-396,17/05/2022
397,Điều chỉnh lần 397,,5.800.000,0,58.000.000.000,0,02/2020/GCNETF-VSD-397,18/05/2022
398,Điều chỉnh lần 398,,3.700.000,0,37.000.000.000,0,02/2020/GCNETF-VSD-398,19/05/2022
399,Điều chỉnh lần 399,,1.300.000,0,13.000.000.000,0,02/2020/GCNETF-VSD-399,20/05/2022
400,Điều chỉnh lần 400,,4.200.000,0,42.000.000.000,0,02/2020/GCNETF-VSD-400,23/05/2022
401,Điều chỉnh lần 401,,4.300.000,0,43.000.000.000,0,02/2020/GCNETF-VSD-401,24/05/2022
402,Điều chỉnh lần 402,,1.900.000,0,19.000.000.000,0,02/2020/GCNETF-VSD-402,25/05/2022
403,Điều chỉnh lần 403,,0,-100.000,0,-1.000.000.000,02/2020/GCNETF-VSD-403,26/05/2022
404,Điều chỉnh lần 404,,9.000.000,-500.000,90.000.000.000,-5.000.000.000,02/2020/GCNETF-VSD-404,27/05/2022
405,Điều chỉnh lần 405,,5.200.000,-1.000.000,52.000.000.000,-10.000.000.000,02/2020/GCNETF-VSD-405,30/05/2022
406,Điều chỉnh lần 406,,43.600.000,-200.000,436.000.000.000,-2.000.000.000,02/2020/GCNETF-VSD-406,31/05/2022
407,Điều chỉnh lần 407,,10.300.000,-1.300.000,103.000.000.000,-13.000.000.000,02/2020/GCNETF-VSD-407,01/06/2022
408,Điều chỉnh lần 408,,1.500.000,0,15.000.000.000,0,02/2020/GCNETF-VSD-408,02/06/2022
409,Điều chỉnh lần 409,,0,-600.000,0,-6.000.000.000,02/2020/GCNETF-VSD-409,03/06/2022
410,Điều chỉnh lần 410,,0,-200.000,0,-2.000.000.000,02/2020/GCNETF-VSD-410,06/06/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,866.300.000,-196.300.000,8.663.000.000.000,-1.963.000.000.000,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,670.000.000,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,6.700.000.000.000,,,,,
