STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
207,Điều chỉnh lần 206,Giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-206,13/02/2018
208,Điều chỉnh lần 207,Giao dịch hoán đổi,2.200.000,0,22.000.000.000,0,số 01/2014/GCNETF-VSD-207,21/02/2018
209,Điều chỉnh lần 208,Giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-208,23/02/2018
210,Điều chỉnh lần 209,Giao dịch hoán đổi,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-209,27/02/2018
211,Điều chỉnh lần 2,Giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-210,28/02/2018
212,Điều chỉnh lần 211,Giao dịch hoán đổi,0,-2.700.000,0,-27.000.000.000,số 01/2014/GCNETF-VSD-211,01/03/2018
213,Điều chỉnh lần 212,Giao dịch hoán đổi,0,-1.600.000,0,-16.000.000.000,số 01/2014/GCNETF-VSD-212,02/03/2018
214,Điều chỉnh lần 213,Giao dịch hoán đổi,0,-6.300.000,0,-63.000.000.000,số 01/2014/GCNETF-VSD-213,07/03/2018
215,Điều chỉnh lần 214,Giao dịch hoán đổi,500.000,0,5.000.000.000,0,01/2014/GCNETF-VSD-214,09/03/2018
216,Điều chỉnh lần 215,Giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-215,13/03/2018
217,Điều chỉnh lần 216,Giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-216,14/03/2018
218,Điều chỉnh lần 217,Giao dịch hoán đổi,200.000,-3.000.000,2.000.000.000,-30.000.000.000,số 01/2014/GCNETF-VSD-217,15/03/2018
219,Điều chỉnh lần 218,Giao dịch hoán đổi,0,-2.900.000,0,-29.000.000.000,số 01/2014/GCNETF-VSD-218,16/03/2018
220,Điều chỉnh lần 219,Giao dịch hoán đổi,100.000,-7.600.000,1.000.000.000,-76.000.000.000,số 01/2014/GCNETF-VSD-219,21/03/2018
221,Điều chỉnh lần 220,Giao dịch hoán đổi,200.000,-4.800.000,2.000.000.000,-48.000.000.000,số 01/2014/GCNETF-VSD-220,22/03/2018
222,Điều chỉnh lần 221,Giao dịch hoán đổi,0,-4.000.000,0,-40.000.000.000,số 01/2014/GCNETF-VSD-221,23/03/2018
223,Điều chỉnh lần 222,Giao dịch hoán đổi,0,-2.000.000,0,-20.000.000.000,số 01/2014/GCNETF-VSD-222,26/03/2018
224,Điều chỉnh lần 223,Giao dịch hoán đổi,0,-5.700.000,0,-57.000.000.000,số 01/2014/GCNETF-VSD-223,27/03/2018
225,Điều chỉnh lần 224,Giao dịch hoán đổi,0,-2.800.000,0,-28.000.000.000,số 01/2014/GCNETF-VSD-224,28/03/2018
226,Điều chỉnh lần 225,Giao dịch hoán đổi,0,-3.200.000,0,-32.000.000.000,số 01/2014/GCNETF-VSD-225,29/03/2018
227,Điều chỉnh lần 226,Giao dịch hoán đổi,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-226,30/03/2018
228,Điều chỉnh lần 227,Giao dịch hoán đổi,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-227,02/04/2018
229,Điều chỉnh lần 228,Giao dịch hoán đổi,0,-2.200.000,0,-22.000.000.000,số 01/2014/GCNETF-VSD-228,03/04/2018
230,Điều chỉnh lần 229,Giao dịch hoán đổi,0,-800.000,0,-8.000.000.000,01/2014/GCNETF-VSD-229,04/04/2018
231,Điều chỉnh lần 230,Giao dịch hoán đổi,0,-1.100.000,0,-11.000.000.000,số 01/2014/GCNETF-VSD-230,05/04/2018
232,Điều chỉnh lần 231,Giao dịch hoán đổi,0,-1.500.000,0,-15.000.000.000,số 01/2014/GCNETF-VSD-231,06/04/2018
233,Điều chỉnh lần 232,Giao dịch hoán đổi,0,-4.200.000,0,-42.000.000.000,số 01/2014/GCNETF-VSD-232,09/04/2018
234,Điều chỉnh lần 233,Giao dịch hoán đổi,0,-3.500.000,0,-35.000.000.000,số 01/2014/GCNETF-VSD-233,10/04/2018
235,Điều chỉnh lần 234,Giao dịch hoán đổi,0,-1.000.000,0,-10.000.000.000,số 01/2014/GCNETF-VSD-234,11/04/2018
236,Điều chỉnh lần 235,Giao dịch hoán đổi,6.200.000,0,62.000.000.000,0,số 01/2014/GCNETF-VSD-235,23/04/2018
237,Điều chỉnh lần 236,giao dịch hoán đổi,700.000,-2.200.000,7.000.000.000,-22.000.000.000,số 01/2014/GCNETF-VSD-236,24/04/2018
238,Điều chỉnh lần 237,giao dịch hoán đổi,0,-3.000.000,0,-30.000.000.000,số 01/2014/GCNETF-VSD-237,26/04/2018
239,Điều chỉnh lần 238,giao dịch hoán đổi,2.400.000,0,24.000.000.000,0,số 01/2014/GCNETF-VSD-238,27/04/2018
240,Điều chỉnh lần 239,giao dịch hoán đổi,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-239,02/05/2018
241,Điều chỉnh lần 240,giao dịch hoán đổi,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-240,03/05/2018
242,Điều chỉnh lần 241,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-241,07/05/2018
243,Điều chỉnh lần 242,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-242,11/05/2018
244,Điều chỉnh lần 243,giao dịch hoán đổi,1.000.000,-2.500.000,10.000.000.000,-25.000.000.000,số 01/2014/GCNETF-VSD-243,14/05/2018
245,Điều chỉnh lần 244,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-244,15/05/2018
246,Điều chỉnh lần 245,,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-245,16/05/2018
247,Điều chỉnh lần 246,giao dịch hoán đổi,3.200.000,0,32.000.000.000,0,số 01/2014/GCNETF-VSD-246,17/05/2018
248,Điều chỉnh lần 247,giao dịch hoán đổi,1.700.000,0,17.000.000.000,0,số 01/2014/GCNETF-VSD-247,18/05/2018
249,Điều chỉnh lần 248,giao dịch hoán đổi,1.800.000,-100.000,18.000.000.000,-1.000.000.000,số 01/2014/GCNETF-VSD-248,21/05/2018
250,Điều chỉnh lần 249,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-249,22/05/2018
251,Điều chỉnh lần 250,giao dịch hoán đổi,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-250,23/05/2018
252,Điều chỉnh lần 251,giao dịch hoán đổi,4.500.000,0,45.000.000.000,0,số 01/2014/GCNETF-VSD-251,24/05/2018
253,Điều chỉnh lần 252,giao dịch hoán đổi,1.100.000,0,11.000.000.000,0,số 01/2014/GCNETF-VSD-252,25/05/2018
254,Điều chỉnh lần 253,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-253,28/05/2018
255,Điều chỉnh lần 254,giao dịch hoán đổi,7.800.000,0,78.000.000.000,0,số 01/2014/GCNETF-VSD-254,29/05/2018
256,Điều chỉnh lần 255,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-255,30/05/2018
257,Điều chỉnh lần 256,giao dịch hoán đổi,300.000,-4.000.000,3.000.000.000,-40.000.000.000,số 01/2014/GCNETF-VSD-256,04/06/2018
258,Điều chỉnh lần 257,giao dịch hoán đổi,0,-1.600.000,0,-16.000.000.000,số 01/2014/GCNETF-VSD-257,05/06/2018
259,Điều chỉnh lần 258,giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-258,07/06/2018
260,Điều chỉnh lần 259,giao dịch hoán đổi,0,-1.500.000,0,-15.000.000.000,số 01/2014/GCNETF-VSD-259,11/06/2018
261,Điều chỉnh lần 260,giao dịch hoán đổi,0,-3.800.000,0,-38.000.000.000,số 01/2014/GCNETF-VSD-260,12/06/2018
262,Điều chỉnh lần 261,giao dịch hoán đổi,200.000,-3.000.000,2.000.000.000,-30.000.000.000,số 01/2014/GCNETF-VSD-261,13/06/2018
263,Điều chỉnh lần 262,giao dịch hoán đổi,400.000,-500.000,4.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-262,14/06/2018
264,Điều chỉnh lần 263,giao dịch hoán đổi,0,-800.000,0,-8.000.000.000,số 01/2014/GCNETF-VSD-263,15/06/2018
265,Điều chỉnh lần 264,giao dịch hoán đổi,100.000,-2.000.000,1.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-264,18/06/2018
266,Điều chỉnh lần 265,giao dịch hoán đổi,0,-400.000,0,-4.000.000.000,số 01/2014/GCNETF-VSD-265,19/06/2018
267,Điều chỉnh lần 266,giao dịch hoán đổi,500.000,-4.100.000,5.000.000.000,-41.000.000.000,số 01/2014/GCNETF-VSD-266,20/06/2018
268,Điều chỉnh lần 267,Giao dịch hoán đổi,600.000,-2.600.000,6.000.000.000,-26.000.000.000,01/2014/GCNETF-VSD-267,21/06/2018
269,Điều chỉnh lần 268,Giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,01/2014/GCNETF-VSD-268,22/06/2018
270,Điều chỉnh lần 269,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-269,25/06/2018
271,Điều chỉnh lần 270,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-270,26/06/2018
272,Điều chỉnh lần 271,giao dịch hoán đổi,0,-300.000,0,-3.000.000.000,số 01/2014/GCNETF-VSD-271,28/06/2018
273,Điều chỉnh lần 272,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-272,29/06/2018
274,Điều chỉnh lần 273,giao dịch hoán đổi,200.000,-1.900.000,2.000.000.000,-19.000.000.000,số 01/2014/GCNETF-VSD-273,03/07/2018
275,Điều chỉnh lần 274,giao dịch hoán đổi,700.000,-500.000,7.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-274,04/07/2018
276,Điều chỉnh lần 275,giao dịch hoán đổi,2.700.000,0,27.000.000.000,0,số 01/2014/GCNETF-VSD-275,05/07/2018
277,Điều chỉnh lần 276,giao dịch hoán đổi,400.000,-1.300.000,4.000.000.000,-13.000.000.000,số 01/2014/GCNETF-VSD-276,06/07/2018
278,Điều chỉnh lần 277,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-277,09/07/2018
279,Điều chỉnh lần 278,giao dịch hoán đổi,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-278,10/07/2018
280,Điều chỉnh lần 279,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-279,11/07/2018
281,Điều chỉnh lần 280,giao dịch hoán đổi,1.700.000,0,17.000.000.000,0,số 01/2014/GCNETF-VSD-280,12/07/2018
282,Điều chỉnh lần 281,,700.000,-500.000,7.000.000.000,-5.000.000.000,01/2014/GCNETF-VSD-281,13/07/2018
283,Điều chỉnh lần 282,giao dịch hoán đổi,300.000,-900.000,3.000.000.000,-9.000.000.000,số 01/2014/GCNETF-VSD-282,16/07/2018
284,Điều chỉnh lần 283,giao dịch hoán đổi,5.100.000,0,51.000.000.000,0,số 01/2014/GCNETF-VSD-283,17/07/2018
285,Điều chỉnh lần 284,giao dịch hoán đổi,0,-1.200.000,0,-12.000.000.000,số 01/2014/GCNETF-VSD-284,01/08/2018
286,Điều chỉnh lần 285,giao dịch hoán đổi,0,-3.000.000,0,-30.000.000.000,số 01/2014/GCNETF-VSD-285,02/08/2018
287,Điều chỉnh lần 286,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-286,03/08/2018
288,Điều chỉnh lần 287,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-287,09/08/2018
289,Điều chỉnh lần 288,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-288,10/08/2018
290,Điều chỉnh lần 289,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-289,13/08/2018
291,Điều chỉnh lần 290,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-290,23/08/2018
292,Điều chỉnh lần 291,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-291,24/08/2018
293,Điều chỉnh lần 292,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-292,27/08/2018
294,Điều chỉnh lần 293,giao dịch hoán đổi,3.300.000,0,33.000.000.000,0,số 01/2014/GCNETF-VSD-293,28/08/2018
295,Điều chỉnh lần 294,giao dịch hoán đổi,2.100.000,0,21.000.000.000,0,số 01/2014/GCNETF-VSD-294,29/08/2018
296,Điều chỉnh lần 295,giao dịch hoán đổi,2.300.000,0,23.000.000.000,0,số 01/2014/GCNETF-VSD-295,30/08/2018
297,Điều chỉnh lần 296,giao dịch hoán đổi,2.800.000,0,28.000.000.000,0,số 01/2014/GCNETF-VSD-296,31/08/2018
298,Điều chỉnh lần 297,giao dịch hoán đổi,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-297,04/09/2018
299,Điều chỉnh lần 298,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-298,05/09/2018
300,Điều chỉnh lần 299,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-299,06/09/2018
301,Điều chỉnh lần 300,giao dịch hoán đổi,900.000,0,9.000.000.000,0,số 01/2014/GCNETF-VSD-300,07/09/2018
302,Điều chỉnh lần 301,Giao dịch hoán đổi,300.000,0,3.000.000.000,0,01/2014/GCNETF-VSD-301,10/09/2018
303,Điều chỉnh lần 302,giao dịch hoán đổi,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-302,21/09/2018
304,Điều chỉnh lần 303,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-303,25/09/2018
305,Điều chỉnh lần 304,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-304,28/09/2018
306,Điều chỉnh lần 305,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-305,01/10/2018
307,Điều chỉnh lần 306,giao dịch hoán đổi,1.600.000,0,16.000.000.000,0,số 01/2014/GCNETF-VSD-306,03/10/2018
308,Điều chỉnh lần 307,giao dịch hoán đổi,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-307,05/10/2018
309,Điều chỉnh lần 308,giao dịch hoán đổi,0,-500.000,0,-5.000.000.000,số 01/2014/GCNETF-VSD-308,08/10/2018
310,Điều chỉnh lần 309,,0,-2.000.000,0,-20.000.000.000,số 01/2014/GCNETF-VSD-309,09/10/2018
311,Điều chỉnh lần 310,,0,-900.000,0,-9.000.000.000,01/2014/GCNETF-VSD-310,10/10/2018
312,Điều chỉnh lần 311,giao dịch hoán đổi,0,-3.900.000,0,-39.000.000.000,số 01/2014/GCNETF-VSD-311,15/10/2018
313,Điều chỉnh lần 312,giao dịch hoán đổi,3.000.000,-2.000.000,30.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-312,16/10/2018
314,Điều chỉnh lần 313,Giao dịch hoán đổi,1.000.000,-3.500.000,10.000.000.000,-35.000.000.000,01/2014/GCNETF-VSD-313,22/10/2018
315,Điều chỉnh lần 314,giao dịch hoán đổi,2.000.000,0,20.000.000.000,0,số 01/2014/GCNETF-VSD-314,24/10/2018
316,Điều chỉnh lần 315,giao dịch hoán đổi,2.000.000,-2.000.000,20.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-315,25/10/2018
317,Điều chỉnh lần 316,giao dịch hoán đổi,1.500.000,-2.000.000,15.000.000.000,-20.000.000.000,số 01/2014/GCNETF-VSD-316,26/10/2018
318,Điều chỉnh lần 317,giao dịch hoán đổi,2.000.000,-1.500.000,20.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-317,29/10/2018
319,Điều chỉnh lần 318,giao dịch hoán đổi,500.000,-3.200.000,5.000.000.000,-32.000.000.000,số 01/2014/GCNETF-VSD-318,31/10/2018
320,Điều chỉnh lần 319,giao dịch hoán đổi,0,-1.500.000,0,-15.000.000.000,số 01/2014/GCNETF-VSD-319,01/11/2018
321,Điều chỉnh lần 320,giao dịch hoán đổi,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-320,02/11/2018
322,Điều chỉnh lần 321,giao dịch hoán đổi,2.000.000,0,20.000.000.000,0,số 01/2014/GCNETF-VSD-321,06/11/2018
323,Điều chỉnh lần 322,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-322,14/11/2018
324,Điều chỉnh lần 323,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-323,19/11/2018
325,Điều chỉnh lần 324,Giao dịch hoán đổi,1.500.000,-1.400.000,15.000.000.000,-14.000.000.000,01/2014/GCNETF-VSD-324,20/11/2018
326,Điều chỉnh lần 325,giao dịch hoán đổi,1.500.000,-1.500.000,15.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-325,21/11/2018
327,Điều chỉnh lần 326,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-326,28/11/2018
328,Điều chỉnh lần 327,giao dịch hoán đổi,0,-2.100.000,0,-21.000.000.000,số 01/2014/GCNETF-VSD-327,29/11/2018
329,Điều chỉnh lần 328,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-328,04/12/2018
330,Điều chỉnh lần 329,giao dịch hoán đổi,2.400.000,0,24.000.000.000,0,số 01/2014/GCNETF-VSD-329,10/12/2018
331,Điều chỉnh lần 330,giao dịch hoán đổi,9.000.000,0,90.000.000.000,0,số 01/2014/GCNETF-VSD-330,11/12/2018
332,Điều chỉnh lần 331,giao dịch hoán đổi,6.400.000,-200.000,64.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-331,12/12/2018
333,Điều chỉnh lần 332,giao dịch hoán đổi,6.200.000,0,62.000.000.000,0,số 01/2014/GCNETF-VSD-332,13/12/2018
334,Điều chỉnh lần 333,giao dịch hoán đổi,4.500.000,-200.000,45.000.000.000,-2.000.000.000,số 01/2014/GCNETF-VSD-333,14/12/2018
335,Điều chỉnh lần 334,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-334,17/12/2018
336,Điều chỉnh lần 335,giao dịch hoán đổi,900.000,-3.800.000,9.000.000.000,-38.000.000.000,số 01/2014/GCNETF-VSD-335,21/12/2018
337,Điều chỉnh lần 336,giao dịch hoán đổi,0,-100.000,0,-1.000.000.000,số 01/2014/GCNETF-VSD-336,24/12/2018
338,Điều chỉnh lần 337,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-337,07/01/2019
339,Điều chỉnh lần 338,giao dịch hoán đổi,0,-600.000,0,-6.000.000.000,số 01/2014/GCNETF-VSD-338,08/01/2019
340,Điều chỉnh lần 339,giao dịch hoán đổi,1.000.000,-1.500.000,10.000.000.000,-15.000.000.000,số 01/2014/GCNETF-VSD-339,09/01/2019
341,Điều chỉnh lần 340,giao dịch hoán đổi,700.000,-400.000,7.000.000.000,-4.000.000.000,số 01/2014/GCNETF-VSD-340,10/01/2019
342,Điều chỉnh lần 341,giao dịch hoán đổi,100.000,-100.000,1.000.000.000,-1.000.000.000,số 01/2014/GCNETF-VSD-341,11/01/2019
343,Điều chỉnh lần 342,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-342,14/01/2019
344,Điều chỉnh lần 343,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-343,15/01/2019
345,Điều chỉnh lần 344,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-344,16/01/2019
346,Điều chỉnh lần 345,Giao dịch hoán đổi,200.000,-200.000,2.000.000.000,-2.000.000.000,01/2014/GCNETF-VSD-345,17/01/2019
347,Điều chỉnh lần 346,Giao dịch hoán đổi,1.100.000,0,11.000.000.000,0,01/2014/GCNETF-VSD-346,18/01/2019
348,Điều chỉnh lần 347,giao dịch hoán đổi,1.600.000,0,16.000.000.000,0,số 01/2014/GCNETF-VSD-347,21/01/2019
349,Điều chỉnh lần 348,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-348,22/01/2019
350,Điều chỉnh lần 349,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-349,23/01/2019
351,Điều chỉnh lần 350,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-350,24/01/2019
352,Điều chỉnh lần 351,giao dịch hoán đổi,600.000,0,6.000.000.000,0,số 01/2014/GCNETF-VSD-351,25/01/2019
353,Điều chỉnh lần 352,giao dịch hoán đổi,300.000,0,3.000.000.000,0,số 01/2014/GCNETF-VSD-352,28/01/2019
354,Điều chỉnh lần 353,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-353,29/01/2019
355,Điều chỉnh lần 354,Giao dịch hoán đổi,2.200.000,0,22.000.000.000,0,01/2014/GCNETF-VSD-354,30/01/2019
356,Điều chỉnh lần 355,Giao dịch hoán đổi,2.700.000,0,27.000.000.000,0,01/2014/GCNETF-VSD-355,18/02/2019
357,Điều chỉnh lần 356,Giao dịch hoán đổi,10.000.000,0,100.000.000.000,0,01/2014/GCNETF-VSD-356,19/02/2019
358,Điều chỉnh lần 357,Giao dịch hoán đổi,200.000,-3.000.000,2.000.000.000,-30.000.000.000,01/2014/GCNETF-VSD-357,20/02/2019
359,Điều chỉnh lần 358,Giao dịch hoán đổi,700.000,0,7.000.000.000,0,01/2014/GCNETF-VSD-358,21/02/2019
360,Điều chỉnh lần 359,Giao dịch hoán đổi,5.700.000,0,57.000.000.000,0,01/2014/GCNETF-VSD-359,22/02/2019
361,Điều chỉnh lần 360,giao dịch hoán đổi,3.300.000,0,33.000.000.000,0,số 01/2014/GCNETF-VSD-360,25/02/2019
362,Điều chỉnh lần 361,giao dịch hoán đổi,1.900.000,0,19.000.000.000,0,số 01/2014/GCNETF-VSD-361,26/02/2019
363,Điều chỉnh lần 362,Giao dịch hoán đổi,6.400.000,0,64.000.000.000,0,01/2014/GCNETF-VSD-362,27/02/2019
364,Điều chỉnh lần 363,giao dịch hoán đổi,6.800.000,0,68.000.000.000,0,số 01/2014/GCNETF-VSD-363,28/02/2019
365,Điều chỉnh lần 364,giao dịch hoán đổi,200.000,-500.000,2.000.000.000,-5.000.000.000,số 01/2014/GCNETF-VSD-364,04/03/2019
366,Điều chỉnh lần 365,giao dịch hoán đổi,1.000.000,0,10.000.000.000,0,số 01/2014/GCNETF-VSD-365,05/03/2019
367,Điều chỉnh lần 366,giao dịch hoán đổi,2.700.000,0,27.000.000.000,0,số 01/2014/GCNETF-VSD-366,06/03/2019
368,Điều chỉnh lần 367,giao dịch hoán đổi,3.300.000,0,33.000.000.000,0,số 01/2014/GCNETF-VSD-367,07/03/2019
369,Điều chỉnh lần 368,giao dịch hoán đổi,3.300.000,0,33.000.000.000,0,số 01/2014/GCNETF-VSD-368,08/03/2019
370,Điều chỉnh lần 369,giao dịch hoán đổi,4.200.000,0,42.000.000.000,0,số 01/2014/GCNETF-VSD-369,11/03/2019
371,Điều chỉnh lần 370,giao dịch hoán đổi,5.300.000,0,53.000.000.000,0,số 01/2014/GCNETF-VSD-370,12/03/2019
372,Điều chỉnh lần 371,giao dịch hoán đổi,800.000,0,8.000.000.000,0,số 01/2014/GCNETF-VSD-371,13/03/2019
373,Điều chỉnh lần 372,giao dịch hoán đổi,2.400.000,0,24.000.000.000,0,số 01/2014/GCNETF-VSD-372,14/03/2019
374,Điều chỉnh lần 373,giao dịch hoán đổi,2.200.000,0,22.000.000.000,0,số 01/2014/GCNETF-VSD-373,15/03/2019
375,Điều chỉnh lần 374,giao dịch hoán đổi,2.700.000,0,27.000.000.000,0,số 01/2014/GCNETF-VSD-374,18/03/2019
376,Điều chỉnh lần 375,giao dịch hoán đổi,2.800.000,0,28.000.000.000,0,số 01/2014/GCNETF-VSD-375,19/03/2019
377,Điều chỉnh lần 376,giao dịch hoán đổi,1.300.000,0,13.000.000.000,0,số 01/2014/GCNETF-VSD-376,20/03/2019
378,Điều chỉnh lần 377,giao dịch hoán đổi,3.600.000,0,36.000.000.000,0,số 01/2014/GCNETF-VSD-377,21/03/2019
379,Điều chỉnh lần 378,giao dịch hoán đổi,3.300.000,0,33.000.000.000,0,số 01/2014/GCNETF-VSD-378,22/03/2019
380,Điều chỉnh lần 379,giao dịch hoán đổi,4.600.000,0,46.000.000.000,0,số 01/2014/GCNETF-VSD-379,25/03/2019
381,Điều chỉnh lần 380,giao dịch hoán đổi,2.500.000,0,25.000.000.000,0,số 01/2014/GCNETF-VSD-380,26/03/2019
382,Điều chỉnh lần 381,giao dịch hoán đổi,1.200.000,0,12.000.000.000,0,số 01/2014/GCNETF-VSD-381,27/03/2019
383,Điều chỉnh lần 382,giao dịch hoán đổi,3.100.000,0,31.000.000.000,0,số 01/2014/GCNETF-VSD-382,28/03/2019
384,Điều chỉnh lần 383,giao dịch hoán đổi,2.300.000,0,23.000.000.000,0,số 01/2014/GCNETF-VSD-383,29/03/2019
385,Điều chỉnh lần 384,giao dịch hoán đổi,1.500.000,0,15.000.000.000,0,số 01/2014/GCNETF-VSD-384,01/04/2019
386,Điều chỉnh lần 385,giao dịch hoán đổi,1.100.000,0,11.000.000.000,0,số 01/2014/GCNETF-VSD-385,02/04/2019
387,Điều chỉnh lần 386,giao dịch hoán đổi,100.000,-2.800.000,1.000.000.000,-28.000.000.000,số 01/2014/GCNETF-VSD-386,03/04/2019
388,Điều chỉnh lần 387,,1.200.000,0,12.000.000.000,0,01/2014/GCNETF-VSD-387,04/04/2019
389,Điều chỉnh lần 388,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-388,05/04/2019
390,Điều chỉnh lần 389,,100.000,-100.000,1.000.000.000,-1.000.000.000,số 01/2014/GCNETF-VSD-389,08/04/2019
391,Điều chỉnh lần 390,giao dịch hoán đổi,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-390,11/04/2019
392,Điều chỉnh lần 391,giao dịch hoán đổi,500.000,0,5.000.000.000,0,số 01/2014/GCNETF-VSD-391,12/04/2019
393,Điều chỉnh lần 392,,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-392,16/04/2019
394,Điều chỉnh lần 393,giao dịch hoán đổi,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-393,17/04/2019
395,Điều chỉnh lần 394,,700.000,0,7.000.000.000,0,số 01/2014/GCNETF-VSD-394,18/04/2019
396,Điều chỉnh lần 395,giao dịch hoán đổi,400.000,0,4.000.000.000,0,số 01/2014/GCNETF-VSD-395,19/04/2019
397,Điều chỉnh lần 396,giao dịch hoán đổi,200.000,0,2.000.000.000,0,số 01/2014/GCNETF-VSD-396,22/04/2019
398,Điều chỉnh lần 397,,1.400.000,0,14.000.000.000,0,số 01/2014/GCNETF-VSD-397,23/04/2019
399,Điều chỉnh lần 398,,100.000,0,1.000.000.000,0,số 01/2014/GCNETF-VSD-398,24/04/2019
